Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
448,Ayoze Pérez,es ESP,"MF,FW",Real Betis,29,1993,15.4,3,34,14,41.2,2.21,0.91,0.09,0.21,0,0,Matches
449,Carles Pérez,es ESP,"MF,FW",Celta Vigo,24,1998,23.8,3,53,20,37.7,2.22,0.84,0.06,0.15,0,0,Matches
450,Francisco Perez,es ESP,MF,Valencia,19,2002,1.6,0,1,0,0.0,0.64,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
451,Kike Pérez,es ESP,MF,Valladolid,25,1997,25.6,1,46,10,21.7,1.79,0.39,0.02,0.10,0,0,Matches
452,Lucas Pérez,es ESP,FW,Cádiz,33,1988,7.0,3,17,6,35.3,2.44,0.86,0.18,0.50,0,0,Matches
453,Luis Pérez,es ESP,"DF,MF",Valladolid,27,1995,13.5,0,4,0,0.0,0.30,0.00,0.00,,0,0,Matches
454,Germán Pezzella,ar ARG,DF,Real Betis,31,1991,27.9,0,9,0,0.0,0.32,0.00,0.00,,0,0,Matches
455,Ronaël Pierre-Gabriel,fr FRA,DF,Espanyol,24,1998,2.6,1,2,1,50.0,0.76,0.38,0.50,1.00,0,0,Matches
456,Yéremy Pino,es ESP,"MF,FW",Villarreal,19,2002,27.2,4,50,19,38.0,1.84,0.70,0.08,0.21,0,0,Matches
457,Gerard Piqué,es ESP,DF,Barcelona,35,1987,4.3,0,3,0,0.0,0.70,0.00,0.00,,0,0,Matches
458,Óscar Plano,es ESP,"MF,FW",Valladolid,31,1991,22.6,1,30,11,36.7,1.32,0.49,0.03,0.09,0,0,Matches
459,Gonzalo Plata,ec ECU,"FW,MF",Valladolid,21,2000,25.6,1,37,13,35.1,1.45,0.51,0.03,0.08,0,0,Matches
460,Ezequiel Ponce,ar ARG,"FW,MF",Elche,25,1997,12.5,4,29,9,31.0,2.31,0.72,0.14,0.44,0,0,Matches
461,Francisco Portillo,es ESP,MF,Almería,32,1990,8.0,2,5,2,40.0,0.62,0.25,0.40,1.00,0,0,Matches
462,Portu,es ESP,"MF,DF",Getafe,30,1992,19.7,0,15,5,33.3,0.76,0.25,0.00,0.00,0,0,Matches
463,José Pozo,es ESP,MF,Rayo Vallecano,26,1996,1.0,0,1,0,0.0,1.02,0.00,0.00,,0,0,Matches
464,Manuel Pozo,es ESP,FW,Valladolid,20,2001,0.2,0,1,0,0.0,4.74,0.00,0.00,,0,0,Matches
465,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,23,1999,20.9,0,10,2,20.0,0.48,0.10,0.00,0.00,0,0,Matches
466,Abdón Prats,es ESP,FW,Mallorca,29,1992,4.6,1,6,4,66.7,1.30,0.87,0.17,0.25,0,0,Matches
467,Javi Puado,es ESP,"MF,FW",Espanyol,24,1998,26.0,7,57,23,40.4,2.19,0.88,0.12,0.30,0,0,Matches
468,Arnau Puigmal,es ESP,MF,Almería,21,2001,8.5,1,17,6,35.3,2.01,0.71,0.06,0.17,0,0,Matches
469,Domingos Quina,pt POR,MF,Elche,22,1999,3.1,0,5,0,0.0,1.64,0.00,0.00,,0,0,Matches
470,Rubén Quintanilla,es ESP,MF,Mallorca,20,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
471,Antonio Raillo,es ESP,DF,Mallorca,30,1991,30.7,2,13,5,38.5,0.42,0.16,0.15,0.40,0,0,Matches
472,Predrag Rajković,rs SRB,GK,Mallorca,26,1995,36.0,0,0,0,,0.00,0.00,,,0,0,Matches
473,Ivan Rakitić,hr CRO,MF,Sevilla,34,1988,19.9,1,30,9,30.0,1.51,0.45,0.00,0.00,1,2,Matches
474,Largie Ramazani,be BEL,"FW,MF",Almería,21,2001,15.6,3,41,18,43.9,2.63,1.15,0.07,0.17,0,1,Matches
475,Chris Ramos,es ESP,FW,Cádiz,25,1997,7.9,1,31,6,19.4,3.93,0.76,0.03,0.17,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
476,Raphinha,br BRA,FW,Barcelona,25,1996,23.0,7,79,25,31.6,3.43,1.09,0.09,0.28,0,0,Matches
477,Sergio Reguilón,es ESP,DF,Atlético Madrid,25,1996,3.4,0,3,1,33.3,0.87,0.29,0.00,0.00,0,0,Matches
478,Pepe Reina,es ESP,GK,Villarreal,39,1982,22.0,0,0,0,,0.00,0.00,,,0,0,Matches
479,Reinier,br BRA,"MF,FW",Girona,20,2002,7.2,2,10,4,40.0,1.39,0.56,0.20,0.50,0,0,Matches
480,Karim Rekik,nl NED,DF,Sevilla,27,1994,13.1,1,7,1,14.3,0.53,0.08,0.14,1.00,0,0,Matches
481,Álex Remiro,es ESP,GK,Real Sociedad,27,1995,38.0,0,0,0,,0.00,0.00,,,0,0,Matches
482,Alejandro Revuelta Montero,es ESP,DF,Getafe,22,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
483,Chadi Riad,ma MAR,DF,Barcelona,19,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
484,Nico Ribaudo,es ESP,"MF,FW",Espanyol,21,2001,13.9,1,32,11,34.4,2.31,0.79,0.03,0.09,0,0,Matches
485,Diego Rico,es ESP,DF,Real Sociedad,29,1993,18.3,0,9,3,33.3,0.49,0.16,0.00,0.00,0,0,Matches
486,Rodrigo Riquelme,es ESP,"MF,FW",Girona,22,2000,24.2,4,55,22,40.0,2.27,0.91,0.07,0.18,0,0,Matches
487,Sergi Roberto,es ESP,"DF,MF",Barcelona,30,1992,14.5,4,18,6,33.3,1.24,0.41,0.22,0.67,0,0,Matches
488,Lucas Robertone,ar ARG,MF,Almería,25,1997,31.6,2,36,6,16.7,1.14,0.19,0.06,0.33,0,0,Matches
489,Joel Roca,es ESP,FW,Girona,17,2005,0.9,0,3,2,66.7,3.21,2.14,0.00,0.00,0,0,Matches
490,Enzo Roco,cl CHI,DF,Elche,29,1992,18.4,0,10,3,30.0,0.54,0.16,0.00,0.00,0,0,Matches
491,Rodri,es ESP,MF,Real Betis,22,2000,17.8,2,15,6,40.0,0.84,0.34,0.13,0.33,0,0,Matches
492,Álvaro Rodríguez,uy URU,FW,Real Madrid,18,2004,0.9,1,2,1,50.0,2.28,1.14,0.50,1.00,0,0,Matches
493,Ángel Rodríguez,es ESP,FW,Mallorca,35,1987,4.4,1,13,7,53.8,2.97,1.60,0.08,0.14,0,0,Matches
494,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,24,1998,19.7,2,43,17,39.5,2.18,0.86,0.05,0.12,0,0,Matches
495,Dani Rodríguez,es ESP,MF,Mallorca,34,1988,23.3,3,25,10,40.0,1.07,0.43,0.12,0.30,0,0,Matches
496,Guido Rodríguez,ar ARG,MF,Real Betis,28,1994,31.9,1,21,5,23.8,0.66,0.16,0.05,0.20,0,0,Matches
497,Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,19,2003,2.8,1,3,2,66.7,1.07,0.71,0.33,0.50,0,0,Matches
498,Rodrygo,br BRA,FW,Real Madrid,21,2001,26.4,9,98,32,32.7,3.71,1.21,0.08,0.25,1,1,Matches
499,Leo Román,es ESP,GK,Mallorca,22,2000,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
500,Iván Romero,es ESP,"FW,MF",Sevilla,21,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
501,Oriol Romeu,es ESP,MF,Girona,30,1991,32.8,2,24,5,20.8,0.73,0.15,0.08,0.40,0,0,Matches
502,Rubén,es ESP,"MF,DF",Espanyol,21,2001,9.9,0,9,0,0.0,0.91,0.00,0.00,,0,0,Matches
503,Antonio Rüdiger,de GER,DF,Real Madrid,29,1993,26.8,1,22,4,18.2,0.82,0.15,0.05,0.25,0,0,Matches
504,Aitor Ruibal,es ESP,"DF,MF",Real Betis,26,1996,16.2,0,13,6,46.2,0.80,0.37,0.00,0.00,0,0,Matches
505,Víctor Ruiz,es ESP,DF,Real Betis,33,1989,6.2,0,1,0,0.0,0.16,0.00,0.00,,0,0,Matches
506,Gerónimo Rulli,ar ARG,GK,Villarreal,30,1992,14.0,0,0,0,,0.00,0.00,,,0,0,Matches
507,Franco Russo,ar ARG,DF,Mallorca,27,1994,1.6,0,0,0,,0.00,0.00,,,0,0,Matches
508,Youssouf Sabaly,sn SEN,DF,Real Betis,29,1993,18.7,1,11,2,18.2,0.59,0.11,0.09,0.50,0,0,Matches
509,Umar Sadiq,ng NGA,FW,Real Sociedad,25,1997,0.9,1,1,1,100.0,1.10,1.10,1.00,1.00,0,0,Matches
510,Umar Sadiq,ng NGA,FW,Almería,25,1997,2.7,2,7,3,42.9,2.62,1.13,0.29,0.67,0,0,Matches
511,Samuel Sáiz,es ESP,MF,Girona,31,1991,2.7,2,4,3,75.0,1.50,1.13,0.00,0.00,2,2,Matches
512,Kike Salas,es ESP,DF,Sevilla,20,2002,4.1,1,3,1,33.3,0.73,0.24,0.33,1.00,0,0,Matches
513,Salvi,es ESP,MF,Rayo Vallecano,31,1991,5.4,0,9,3,33.3,1.65,0.55,0.00,0.00,0,0,Matches
514,Fede San Emeterio,es ESP,MF,Cádiz,25,1997,20.5,0,6,1,16.7,0.29,0.05,0.00,0.00,0,0,Matches
515,Oihan Sancet,es ESP,MF,Athletic Club,22,2000,28.1,10,58,22,37.9,2.06,0.78,0.14,0.36,2,2,Matches
516,Antonio Sánchez,es ESP,"MF,DF",Mallorca,25,1997,12.0,0,12,5,41.7,1.00,0.42,0.00,0.00,0,0,Matches
517,Iván Sánchez,es ESP,"MF,FW",Valladolid,29,1992,12.8,1,17,7,41.2,1.33,0.55,0.06,0.14,0,0,Matches
518,Javi Sánchez,es ESP,DF,Valladolid,25,1997,26.6,1,9,2,22.2,0.34,0.08,0.11,0.50,0,0,Matches
519,Manu Sánchez,es ESP,DF,Osasuna,21,2000,23.6,0,10,3,30.0,0.42,0.13,0.00,0.00,0,0,Matches
520,Esteban Saveljich,me MNE,DF,Rayo Vallecano,31,1991,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
521,Stefan Savić,me MNE,DF,Atlético Madrid,31,1991,21.6,0,2,1,50.0,0.09,0.05,0.00,0.00,0,0,Matches
522,Haris Seferović,ch SUI,FW,Celta Vigo,30,1992,9.9,3,13,7,53.8,1.32,0.71,0.23,0.43,0,0,Matches
523,Jaime Seoane,es ESP,MF,Getafe,25,1997,3.6,0,2,0,0.0,0.55,0.00,0.00,,0,0,Matches
524,David Silva,es ESP,"MF,FW",Real Sociedad,36,1986,21.5,2,30,13,43.3,1.39,0.60,0.07,0.15,0,0,Matches
525,Rui Silva,pt POR,GK,Real Betis,28,1994,26.0,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
526,Simo,es ESP,DF,Espanyol,17,2005,1.6,0,0,0,,0.00,0.00,,,0,0,Matches
527,Unai Simón,es ESP,GK,Athletic Club,25,1997,30.5,0,0,0,,0.00,0.00,,,0,0,Matches
528,Rubén Sobrino,es ESP,"MF,FW",Cádiz,30,1992,27.4,3,33,12,36.4,1.20,0.44,0.09,0.25,0,0,Matches
529,Alex Sola,es ESP,DF,Real Sociedad,23,1999,3.9,0,4,1,25.0,1.03,0.26,0.00,0.00,0,0,Matches
530,Augusto Solari,ar ARG,MF,Celta Vigo,30,1992,2.9,0,2,0,0.0,0.69,0.00,0.00,,0,0,Matches
531,Carlos Soler,es ESP,MF,Valencia,25,1997,2.7,1,5,2,40.0,1.86,0.74,0.00,0.00,1,1,Matches
532,David Soria,es ESP,GK,Getafe,29,1993,38.0,0,0,0,,0.00,0.00,,,0,0,Matches
533,Hugo Sotelo,es ESP,MF,Celta Vigo,18,2003,0.2,0,1,0,0.0,5.29,0.00,0.00,,0,0,Matches
534,Dyego Sousa,pt POR,FW,Almería,32,1989,5.9,0,13,5,38.5,2.22,0.85,0.00,0.00,0,0,Matches
535,Vinicius Souza,br BRA,MF,Espanyol,23,1999,27.0,1,10,4,40.0,0.37,0.15,0.10,0.25,0,0,Matches
536,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,22,2000,18.9,4,41,15,36.6,2.16,0.79,0.10,0.27,0,0,Matches
537,Cristhian Stuani,uy URU,FW,Girona,35,1986,12.1,9,35,21,60.0,2.89,1.73,0.11,0.19,5,6,Matches
538,Damián Suárez,uy URU,"DF,MF",Getafe,34,1988,21.6,1,6,1,16.7,0.28,0.05,0.17,1.00,0,0,Matches
539,Denis Suárez,es ESP,MF,Espanyol,28,1994,10.5,0,4,3,75.0,0.38,0.29,0.00,0.00,0,0,Matches
540,Luis Suárez,co COL,FW,Almería,24,1997,16.6,4,40,13,32.5,2.42,0.79,0.10,0.31,0,0,Matches
541,Mario Suárez,es ESP,MF,Rayo Vallecano,35,1987,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
542,Suso,es ESP,"MF,FW",Sevilla,28,1993,11.8,2,25,10,40.0,2.11,0.85,0.08,0.20,0,0,Matches
543,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,18,2004,0.6,0,0,0,,0.00,0.00,,,0,0,Matches
544,Alexander Sørloth,no NOR,FW,Real Sociedad,26,1995,26.5,12,63,28,44.4,2.38,1.06,0.19,0.43,0,0,Matches
545,Renato Tapia,pe PER,"MF,DF",Celta Vigo,27,1995,16.1,0,15,3,20.0,0.93,0.19,0.00,0.00,0,0,Matches
546,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,22,2000,23.5,0,38,6,15.8,1.61,0.25,0.00,0.00,0,0,Matches
547,Alex Telles,br BRA,"DF,MF",Sevilla,29,1992,15.9,0,12,1,8.3,0.76,0.06,0.00,0.00,0,0,Matches
548,Marc-André ter Stegen,de GER,GK,Barcelona,30,1992,37.2,0,0,0,,0.00,0.00,,,0,0,Matches
549,Ramón Terrats,es ESP,MF,Girona,21,2000,2.4,0,4,0,0.0,1.70,0.00,0.00,,0,0,Matches
550,Ramón Terrats,es ESP,MF,Villarreal,21,2000,9.1,1,15,6,40.0,1.65,0.66,0.07,0.17,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
551,Raúl de Tomás,es ESP,FW,Rayo Vallecano,27,1994,8.9,4,43,16,37.2,4.81,1.79,0.07,0.19,1,2,Matches
552,Pablo Torre,es ESP,FW,Barcelona,19,2003,1.6,0,1,0,0.0,0.62,0.00,0.00,,0,0,Matches
553,David Torres,es ESP,DF,Valladolid,19,2003,4.3,0,1,0,0.0,0.23,0.00,0.00,,0,0,Matches
554,Ferrán Torres,es ESP,FW,Barcelona,22,2000,15.5,4,38,12,31.6,2.46,0.78,0.11,0.33,0,1,Matches
555,Óliver Torres,es ESP,MF,Sevilla,27,1994,23.7,3,21,8,38.1,0.88,0.34,0.14,0.38,0,0,Matches
556,Pau Torres,es ESP,DF,Villarreal,25,1997,33.9,1,12,5,41.7,0.35,0.15,0.08,0.20,0,0,Matches
557,Roberto Torres,es ESP,MF,Osasuna,33,1989,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
558,Lucas Torró,es ESP,MF,Osasuna,28,1994,27.5,1,28,4,14.3,1.02,0.15,0.04,0.25,0,0,Matches
559,Nabil Touaizi,ma MAR,MF,Espanyol,21,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
560,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,34,1988,23.8,3,24,8,33.3,1.01,0.34,0.08,0.25,1,2,Matches
561,Manu Trigueros,es ESP,MF,Villarreal,30,1991,9.2,0,8,2,25.0,0.87,0.22,0.00,0.00,0,0,Matches
562,Viktor Tsyhankov,ua UKR,MF,Girona,24,1997,16.5,3,19,9,47.4,1.15,0.54,0.16,0.33,0,0,Matches
563,Beñat Turrientes,es ESP,MF,Real Sociedad,20,2002,1.2,0,0,0,,0.00,0.00,,,0,0,Matches
564,Enes Ünal,tr TUR,FW,Getafe,25,1997,33.0,14,88,37,42.0,2.67,1.12,0.10,0.24,5,6,Matches
565,Oscar Ureña,do DOM,MF,Girona,19,2003,1.1,0,1,1,100.0,0.90,0.90,0.00,0.00,0,0,Matches
566,Óscar Valentín,es ESP,MF,Rayo Vallecano,27,1994,28.4,0,13,1,7.7,0.46,0.04,0.00,0.00,0,0,Matches
567,Martin Valjent,sk SVK,DF,Mallorca,26,1995,29.5,0,6,2,33.3,0.20,0.07,0.00,0.00,0,0,Matches
568,Jesús Vallejo,es ESP,DF,Real Madrid,25,1997,0.2,0,1,1,100.0,4.09,4.09,0.00,0.00,0,0,Matches
569,Manu Vallejo,es ESP,"MF,FW",Girona,25,1997,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,0,0,Matches
570,Federico Valverde,uy URU,"MF,FW",Real Madrid,24,1998,27.8,7,63,21,33.3,2.27,0.76,0.11,0.33,0,0,Matches
571,Jesus Vazquez,es ESP,DF,Valencia,19,2003,3.4,0,6,1,16.7,1.74,0.29,0.00,0.00,0,0,Matches
572,Kevin Vázquez,es ESP,"DF,MF",Celta Vigo,29,1993,4.9,0,0,0,,0.00,0.00,,,0,0,Matches
573,Lucas Vázquez,es ESP,DF,Real Madrid,31,1991,12.7,4,14,7,50.0,1.10,0.55,0.29,0.57,0,0,Matches
574,Gabriel Veiga,es ESP,MF,Celta Vigo,20,2002,25.5,11,62,29,46.8,2.43,1.14,0.18,0.38,0,0,Matches
575,Unai Vencedor Paris,es ESP,MF,Athletic Club,21,2000,2.1,0,3,2,66.7,1.40,0.93,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
576,Gonzalo Verdú,es ESP,DF,Elche,33,1988,7.8,1,9,2,22.2,1.15,0.26,0.11,0.50,0,0,Matches
577,Mikel Vesga,es ESP,MF,Athletic Club,29,1993,28.6,3,29,6,20.7,1.01,0.21,0.03,0.17,2,3,Matches
578,Aleix Vidal,es ESP,"MF,FW",Espanyol,32,1989,11.4,0,3,2,66.7,0.26,0.18,0.00,0.00,0,0,Matches
579,Nacho Vidal,es ESP,DF,Osasuna,27,1995,13.9,0,9,2,22.2,0.65,0.14,0.00,0.00,0,0,Matches
580,Toni Villa,es ESP,MF,Girona,27,1995,9.9,1,17,3,17.6,1.71,0.30,0.06,0.33,0,0,Matches
581,Toni Villa,es ESP,MF,Valladolid,27,1995,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
582,Asier Villalibre,es ESP,FW,Athletic Club,24,1997,1.1,0,4,1,25.0,3.71,0.93,0.00,0.00,0,0,Matches
583,Gonzalo Villar,es ESP,MF,Getafe,24,1998,5.1,0,3,1,33.3,0.59,0.20,0.00,0.00,0,0,Matches
584,Iván Villar,es ESP,GK,Celta Vigo,25,1997,19.0,0,0,0,,0.00,0.00,,,0,0,Matches
585,Daniel Vivian,es ESP,DF,Athletic Club,23,1999,26.4,1,13,2,15.4,0.49,0.08,0.08,0.50,0,0,Matches
586,Shon Weissman,il ISR,FW,Valladolid,26,1996,8.3,1,18,7,38.9,2.17,0.84,0.06,0.14,0,0,Matches
587,Axel Werner,ar ARG,GK,Elche,26,1996,2.0,0,0,0,,0.00,0.00,,,0,0,Matches
588,Iñaki Williams,gh GHA,"FW,MF",Athletic Club,28,1994,31.5,10,85,35,41.2,2.70,1.11,0.11,0.26,1,2,Matches
589,Nico Williams,es ESP,MF,Athletic Club,20,2002,29.5,6,61,20,32.8,2.07,0.68,0.10,0.30,0,0,Matches
590,Axel Witsel,be BEL,"DF,MF",Atlético Madrid,33,1989,25.1,0,9,0,0.0,0.36,0.00,0.00,,0,0,Matches
591,Lamine Yamal,es ESP,"FW,MF",Barcelona,15,2007,0.1,0,1,1,100.0,11.25,11.25,0.00,0.00,0,0,Matches
592,Jawad El Yamiq,ma MAR,DF,Valladolid,30,1992,17.9,1,17,4,23.5,0.95,0.22,0.06,0.25,0,0,Matches
593,Joseba Zaldúa,es ESP,DF,Cádiz,30,1992,7.1,0,1,0,0.0,0.14,0.00,0.00,,0,0,Matches
594,Oier Zarraga,es ESP,MF,Athletic Club,23,1999,9.5,0,18,5,27.8,1.90,0.53,0.00,0.00,0,0,Matches
595,Igor Zubeldia,es ESP,DF,Real Sociedad,25,1997,28.2,1,6,1,16.7,0.21,0.04,0.17,1.00,0,0,Matches
596,Martín Zubimendi,es ESP,MF,Real Sociedad,23,1999,34.5,1,13,2,15.4,0.38,0.06,0.08,0.50,0,0,Matches
