Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 18_level_0
171,Alberto Dadie,es ESP,DF,Mirandés,22,2002,1.3,0,1,1,100.0,0.76,0.76,0.00,0.00,0,0,Matches
172,Davo,es ESP,MF,Dep. La Coruña,29,1994,1.2,0,1,0,0.0,0.83,0.00,0.00,,0,0,Matches
173,Alberto Del Moral,es ESP,MF,Oviedo,24,2000,6.0,1,6,3,50.0,1.00,0.50,0.17,0.33,0,0,Matches
174,Alberto Del Moral,es ESP,MF,Córdoba,24,2000,2.0,0,2,2,100.0,1.01,1.01,0.00,0.00,0,0,Matches
175,Moisés Delgado,es ESP,DF,Huesca,30,1994,2.4,0,1,0,0.0,0.41,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Moisés Delgado,es ESP,DF,Racing Ferrol,30,1994,10.7,0,2,0,0.0,0.19,0.00,0.00,,0,0,Matches
177,Julián Delmás,es ESP,"DF,MF",Racing Ferrol,29,1995,7.8,0,3,0,0.0,0.38,0.00,0.00,,0,0,Matches
178,Julián Delmás,es ESP,"DF,MF",Cartagena,29,1995,7.7,0,1,0,0.0,0.13,0.00,0.00,,0,0,Matches
179,Thomas van den Belt,nl NED,MF,Castellón,23,2001,34.2,6,49,19,38.8,1.43,0.56,0.12,0.32,0,0,Matches
180,Bambo Diaby,sn SEN,DF,Elche,26,1997,12.0,0,3,1,33.3,0.25,0.08,0.00,0.00,0,0,Matches
181,Moussa Diakité,ml MLI,MF,Cádiz,20,2003,15.7,2,9,3,33.3,0.57,0.19,0.22,0.67,0,0,Matches
182,Siren Diao,es ESP,FW,Granada,19,2005,1.7,2,6,3,50.0,3.51,1.75,0.33,0.67,0,0,Matches
183,Youssouf Diarra,ml MLI,"MF,FW",Tenerife,25,1998,37.4,5,49,14,28.6,1.31,0.37,0.10,0.36,0,0,Matches
184,Amadou Diawara,gn GUI,MF,Eldense,27,1997,10.8,2,11,2,18.2,1.02,0.18,0.18,1.00,0,0,Matches
185,Diego Diaz,es ESP,FW,Racing Sant,19,2005,0.4,0,4,3,75.0,10.29,7.71,0.00,0.00,0,0,Matches
186,Dioni,es ESP,FW,Málaga,34,1989,21.7,7,32,16,50.0,1.47,0.74,0.22,0.44,0,1,Matches
187,Matías Dituro,ar ARG,GK,Elche,37,1987,38.0,0,0,0,,0.00,0.00,,,0,0,Matches
188,Joaquín Domingo,es ESP,DF,Albacete,18,2006,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
189,John Donald,es ESP,"DF,MF",Elche,23,2000,9.7,2,9,3,33.3,0.93,0.31,0.22,0.67,0,0,Matches
190,Josué Dorrio,es ESP,"MF,FW",Racing Ferrol,30,1994,32.5,2,50,10,20.0,1.54,0.31,0.04,0.20,0,0,Matches
191,Carlos Dotor,es ESP,MF,Oviedo,23,2001,2.1,0,1,0,0.0,0.47,0.00,0.00,,0,0,Matches
192,Carlos Dotor,es ESP,MF,Sporting Gijón,23,2001,5.3,2,9,4,44.4,1.71,0.76,0.22,0.50,0,0,Matches
193,Jonathan Dubasin,be BEL,"FW,MF",Sporting Gijón,24,2000,34.9,8,70,30,42.9,2.00,0.86,0.10,0.23,1,1,Matches
194,Dylan,es ESP,MF,Tenerife,18,2006,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
195,Zakaria Eddahchouri,nl NED,FW,Dep. La Coruña,24,2000,11.7,4,26,9,34.6,2.22,0.77,0.15,0.44,0,0,Matches
196,Unai Eguíluz,es ESP,DF,Mirandés,22,2002,20.8,0,10,3,30.0,0.48,0.14,0.00,0.00,0,0,Matches
197,Unai Elgezabal,es ESP,DF,Levante,31,1993,40.0,0,10,2,20.0,0.25,0.05,0.00,0.00,0,0,Matches
198,Sergi Enrich,es ESP,FW,Huesca,34,1990,24.1,7,31,12,38.7,1.29,0.50,0.23,0.58,0,0,Matches
199,Ramón Enríquez,es ESP,MF,Málaga,23,2001,4.9,0,0,0,,0.00,0.00,,,0,0,Matches
200,Gonzalo Escalante,ar ARG,MF,Cádiz,31,1993,10.8,1,19,6,31.6,1.76,0.56,0.05,0.17,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Aarón Escandell,es ESP,GK,Oviedo,28,1995,41.0,0,0,0,,0.00,0.00,,,0,0,Matches
202,Jaime Escario,es ESP,MF,Huesca,21,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
203,Juan Escobar,py PAR,DF,Castellón,29,1995,5.3,0,2,0,0.0,0.38,0.00,0.00,,0,0,Matches
204,Dani Escriche,es ESP,"MF,FW",Cartagena,26,1998,19.8,0,22,5,22.7,1.11,0.25,0.00,0.00,0,0,Matches
205,Sergio Escudero,es ESP,DF,Dep. La Coruña,34,1989,6.3,0,3,1,33.3,0.48,0.16,0.00,0.00,0,0,Matches
206,Carlos Espí,es ESP,FW,Levante,19,2005,5.7,6,36,14,38.9,6.35,2.47,0.17,0.43,0,0,Matches
207,Eduardo Espiau,es ESP,FW,Burgos,29,1994,21.3,3,47,14,29.8,2.21,0.66,0.06,0.21,0,0,Matches
208,Karl Etta Eyong,cm CMR,FW,Cádiz,20,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
209,Chukwuma Eze,ng NGA,DF,Oviedo,20,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
210,Jokin Ezkieta,es ESP,GK,Racing Sant,27,1996,42.0,0,0,0,,0.00,0.00,,,0,0,Matches
211,Fabrício,br BRA,FW,Levante,23,2000,1.4,0,6,2,33.3,4.15,1.38,0.00,0.00,0,0,Matches
212,Omar Falah,es ESP,DF,Oviedo,20,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
213,Fali,es ESP,"DF,MF",Cádiz,30,1993,17.5,0,2,1,50.0,0.11,0.06,0.00,0.00,0,0,Matches
214,Aleix Febas,es ESP,MF,Elche,28,1996,34.2,1,14,7,50.0,0.41,0.20,0.07,0.14,0,0,Matches
215,Joan Femenías,es ESP,GK,Zaragoza,27,1996,9.6,0,0,0,,0.00,0.00,,,0,0,Matches
216,Álex Fernández,es ESP,MF,Cádiz,31,1992,19.0,7,14,9,64.3,0.74,0.47,0.21,0.33,4,4,Matches
217,Andrés Fernández,es ESP,GK,Levante,37,1986,41.0,0,0,0,,0.00,0.00,,,0,0,Matches
218,Carlos Fernández,es ESP,"FW,MF",Cádiz,28,1996,17.9,1,30,12,40.0,1.68,0.67,0.03,0.08,0,0,Matches
219,Daniel Fernández,es ESP,MF,Tenerife,16,2008,3.6,1,6,1,16.7,1.68,0.28,0.17,1.00,0,0,Matches
220,Nicolás Fernández,ar ARG,"MF,FW",Elche,24,2000,28.5,6,51,16,31.4,1.79,0.56,0.08,0.25,2,4,Matches
221,Raúl Fernández,es ESP,GK,Mirandés,36,1988,42.0,0,0,0,,0.00,0.00,,,0,0,Matches
222,Víctor Fernández,es ESP,FW,Levante,16,2007,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
223,Fernando,es ESP,GK,Almería,34,1990,14.0,0,0,0,,0.00,0.00,,,0,0,Matches
224,Juan Ferney Otero,co COL,FW,Sporting Gijón,29,1995,26.6,12,73,29,39.7,2.75,1.09,0.07,0.17,7,7,Matches
225,Rachad Fettal,ma MAR,MF,Almería,19,2005,2.2,1,4,3,75.0,1.83,1.37,0.25,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
226,Fidel,es ESP,"MF,FW",Albacete,34,1989,20.1,4,25,11,44.0,1.24,0.55,0.16,0.36,0,1,Matches
227,Pedro Fidel,es ESP,DF,Almería,17,2007,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
228,Álex Forés,es ESP,FW,Levante,23,2001,4.5,5,24,13,54.2,5.37,2.91,0.21,0.38,0,0,Matches
229,Ian Forns,es ESP,DF,Burgos,20,2004,2.1,0,0,0,,0.00,0.00,,,0,0,Matches
230,Toni Fuidias,es ESP,GK,Cartagena,23,2001,5.0,0,0,0,,0.00,0.00,,,0,0,Matches
231,Daniel Fuzato,br BRA,GK,Eibar,27,1997,10.0,0,0,0,,0.00,0.00,,,0,0,Matches
232,Gabilondo,es ESP,DF,Málaga,25,1999,13.9,0,13,0,0.0,0.93,0.00,0.00,,0,0,Matches
233,Sergio Gabriel,es ESP,FW,Mirandés,21,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
234,Aitor Galarza,es ESP,FW,Eibar,22,2002,0.4,0,3,0,0.0,7.94,0.00,0.00,,0,0,Matches
235,Einar Galilea,es ESP,DF,Málaga,30,1994,22.1,0,12,3,25.0,0.54,0.14,0.00,0.00,0,0,Matches
236,Enric Gallego,es ESP,FW,Tenerife,37,1986,20.4,7,47,15,31.9,2.30,0.74,0.15,0.47,0,1,Matches
237,Fran Gámez,es ESP,DF,Eldense,33,1991,30.2,0,14,4,28.6,0.46,0.13,0.00,0.00,0,0,Matches
238,Andrés García,es ESP,DF,Levante,21,2003,21.5,3,18,5,27.8,0.84,0.23,0.17,0.60,0,0,Matches
239,Jon García Herrero,es ESP,DF,Albacete,33,1991,23.7,0,10,0,0.0,0.42,0.00,0.00,,0,0,Matches
240,Víctor García Marín,es ESP,DF,Málaga,30,1994,18.4,0,4,1,25.0,0.22,0.05,0.00,0.00,0,0,Matches
241,Mario García,es ESP,DF,Racing Sant,20,2003,27.5,3,19,8,42.1,0.69,0.29,0.16,0.38,0,0,Matches
242,Naim García,es ESP,"MF,FW",Racing Ferrol,22,2002,7.9,0,16,0,0.0,2.03,0.00,0.00,,0,0,Matches
243,Pablo García,es ESP,DF,Sporting Gijón,24,2000,21.1,0,11,0,0.0,0.52,0.00,0.00,,0,0,Matches
244,Saúl García,es ESP,DF,Racing Sant,29,1994,14.3,0,10,3,30.0,0.70,0.21,0.00,0.00,0,0,Matches
245,Víctor García,es ESP,"MF,DF",Eldense,26,1997,35.1,4,70,21,30.0,1.99,0.60,0.06,0.19,0,0,Matches
246,Mario Gaspar,es ESP,"DF,MF",Elche,33,1990,7.3,0,8,2,25.0,1.10,0.28,0.00,0.00,0,0,Matches
247,Sékou Gassama,sn SEN,FW,Eldense,29,1995,5.1,1,20,4,20.0,3.93,0.79,0.05,0.25,0,0,Matches
248,Juan Gauto,ar ARG,"MF,FW",Dep. La Coruña,20,2004,2.6,0,2,0,0.0,0.77,0.00,0.00,,0,0,Matches
249,Gelabert,es ESP,MF,Sporting Gijón,23,2000,26.7,6,44,17,38.6,1.65,0.64,0.14,0.35,0,0,Matches
250,Aitor Gelardo,es ESP,MF,Racing Ferrol,22,2002,12.4,2,12,3,25.0,0.97,0.24,0.17,0.67,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
251,Denis Genreau,au AUS,MF,Dep. La Coruña,25,1999,2.4,1,4,1,25.0,1.69,0.42,0.25,1.00,0,0,Matches
252,Daniel George Paraschiv,ro ROU,FW,Oviedo,25,1999,6.8,3,23,8,34.8,3.37,1.17,0.13,0.38,0,0,Matches
253,Francisco Geraldes,pt POR,FW,Eldense,29,1995,1.2,0,2,0,0.0,1.62,0.00,0.00,,0,0,Matches
254,Mourad El Ghezouani,ma MAR,FW,Elche,26,1998,14.4,9,30,15,50.0,2.08,1.04,0.27,0.53,1,1,Matches
255,David Gil,es ESP,GK,Cádiz,30,1994,35.4,0,0,0,,0.00,0.00,,,0,0,Matches
256,Iván Gil,es ESP,"MF,FW",Eibar,24,2000,5.2,0,9,1,11.1,1.73,0.19,0.00,0.00,0,0,Matches
257,Óscar Gil,es ESP,"DF,MF",Castellón,29,1995,12.7,1,13,5,38.5,1.03,0.39,0.08,0.20,0,0,Matches
258,Álvaro Giménez,es ESP,FW,Racing Ferrol,33,1991,24.9,4,43,19,44.2,1.73,0.76,0.07,0.16,1,3,Matches
259,Antonio Glauder,ph PHI,DF,Cádiz,28,1995,8.4,0,2,1,50.0,0.24,0.12,0.00,0.00,0,0,Matches
260,Alan Godoy,es ESP,FW,Eldense,21,2003,3.4,0,15,2,13.3,4.41,0.59,0.00,0.00,0,0,Matches
261,Dani Gómez,es ESP,FW,Zaragoza,26,1998,7.5,4,15,9,60.0,2.01,1.20,0.13,0.22,2,2,Matches
262,Diego Gómez,es ESP,MF,Dep. La Coruña,20,2004,6.0,0,6,2,33.3,1.00,0.33,0.00,0.00,0,0,Matches
263,Valentín Gómez,es ESP,MF,Almería,20,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
264,David González,es ESP,"MF,FW",Burgos,22,2002,11.6,2,19,9,47.4,1.64,0.78,0.05,0.11,1,1,Matches
265,Diego González,es ESP,"DF,MF",Huesca,25,1999,11.7,1,5,2,40.0,0.43,0.17,0.20,0.50,0,0,Matches
266,Diego González,es ESP,DF,Albacete,29,1995,3.5,0,1,1,100.0,0.28,0.28,0.00,0.00,0,0,Matches
267,Édgar González,es ESP,"DF,MF",Almería,27,1997,37.4,2,20,5,25.0,0.53,0.13,0.10,0.40,0,0,Matches
268,Fabio González,es ESP,MF,Tenerife,27,1997,5.2,0,3,0,0.0,0.58,0.00,0.00,,0,0,Matches
269,Hugo González,es ESP,"MF,FW",Cartagena,21,2003,6.7,0,13,3,23.1,1.93,0.44,0.00,0.00,0,0,Matches
270,Roberto González,es ESP,MF,Racing Sant,23,2001,6.8,0,9,1,11.1,1.33,0.15,0.00,0.00,0,0,Matches
271,Sergio González,es ESP,"DF,MF",Tenerife,27,1997,33.6,1,21,5,23.8,0.63,0.15,0.05,0.20,0,0,Matches
272,Jon Gorrotxategi,es ESP,MF,Mirandés,22,2002,41.0,4,35,6,17.1,0.85,0.15,0.11,0.67,0,0,Matches
273,Xavi Grande,es ESP,DF,Levante,19,2005,6.9,0,0,0,,0.00,0.00,,,0,0,Matches
274,Ricardo Grigore,ro ROU,DF,Eldense,25,1999,1.5,1,3,1,33.3,2.00,0.67,0.33,1.00,0,0,Matches
275,Gui Guedes,pt POR,MF,Almería,22,2002,3.6,1,2,1,50.0,0.55,0.28,0.50,1.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
276,Adrián Guerrero,es ESP,DF,Tenerife,26,1998,4.1,0,1,0,0.0,0.25,0.00,0.00,,0,0,Matches
277,Adrián Guerrero,es ESP,MF,Dep. La Coruña,18,2006,1.3,0,0,0,,0.00,0.00,,,0,0,Matches
278,Maguette Gueye,sn SEN,MF,Racing Sant,21,2002,12.9,0,12,1,8.3,0.93,0.08,0.00,0.00,0,0,Matches
279,Asier Ortiz de Guinea,es ESP,MF,Mirandés,22,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
280,Jon Guruzeta,es ESP,MF,Eibar,24,2000,15.5,3,32,15,46.9,2.06,0.96,0.09,0.20,0,0,Matches
281,Raúl Guti,es ESP,MF,Elche,27,1996,5.7,0,11,2,18.2,1.94,0.35,0.00,0.00,0,0,Matches
282,Raúl Guti,es ESP,MF,Zaragoza,27,1996,9.7,2,18,5,27.8,1.85,0.51,0.11,0.40,0,0,Matches
283,Cristian Gutierrez,es ESP,DF,Eibar,23,2000,24.4,0,7,3,42.9,0.29,0.12,0.00,0.00,0,0,Matches
284,Juan Gutierrez,es ESP,DF,Mirandés,24,2000,34.7,0,18,1,5.6,0.52,0.03,0.00,0.00,0,0,Matches
285,Kento Hashimoto,jp JPN,MF,Eibar,30,1993,1.5,0,0,0,,0.00,0.00,,,0,0,Matches
286,Haissem Hassan,eg EGY,MF,Oviedo,22,2002,24.5,4,42,24,57.1,1.72,0.98,0.10,0.17,0,0,Matches
287,Gerard Hernandez,es ESP,MF,Elche,19,2005,5.5,0,3,0,0.0,0.55,0.00,0.00,,0,0,Matches
288,Javier Hernández,es ESP,MF,Huesca,20,2004,15.2,1,29,8,27.6,1.91,0.53,0.03,0.13,0,0,Matches
289,Jesús Hernández,es ESP,DF,Cartagena,20,2003,3.8,0,0,0,,0.00,0.00,,,0,0,Matches
290,Yeremay Hernández,es ESP,MF,Dep. La Coruña,21,2002,33.7,15,111,48,43.2,3.29,1.42,0.10,0.23,4,5,Matches
291,Manu Hernando,es ESP,DF,Racing Sant,26,1998,20.7,0,8,2,25.0,0.39,0.10,0.00,0.00,0,0,Matches
292,Cristian Herrera,es ESP,"MF,FW",Dep. La Coruña,33,1991,6.7,2,17,11,64.7,2.53,1.64,0.12,0.18,0,0,Matches
293,Alfonso Herrero,es ESP,GK,Málaga,30,1994,41.0,0,0,0,,0.00,0.00,,,0,0,Matches
294,Santiago Homenchenko,uy URU,MF,Mirandés,20,2003,5.3,0,12,5,41.7,2.28,0.95,0.00,0.00,0,0,Matches
295,Martin Hongla,cm CMR,MF,Granada,26,1998,26.8,3,23,5,21.7,0.86,0.19,0.13,0.60,0,0,Matches
296,Ali Houary,ma MAR,FW,Elche,18,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
297,Vicente Iborra,es ESP,"MF,DF",Levante,36,1988,10.6,1,4,2,50.0,0.38,0.19,0.00,0.00,1,1,Matches
298,Emanuel Insúa,ar ARG,DF,Racing Ferrol,33,1991,5.4,0,5,0,0.0,0.92,0.00,0.00,,0,0,Matches
299,Pablo Insua,es ESP,DF,Granada,30,1993,12.3,1,4,2,50.0,0.33,0.16,0.25,0.50,0,0,Matches
300,Carlos Isaac,es ESP,DF,Córdoba,26,1998,22.5,0,15,5,33.3,0.67,0.22,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
301,Urko Izeta,es ESP,"FW,MF",Mirandés,24,1999,23.1,12,62,28,45.2,2.69,1.21,0.16,0.36,2,3,Matches
302,Jairo Izquierdo,es ESP,"DF,FW",Elche,30,1993,1.3,0,0,0,,0.00,0.00,,,0,0,Matches
303,Jairo Izquierdo,es ESP,"MF,DF",Cartagena,30,1993,15.6,1,7,1,14.3,0.45,0.06,0.14,1.00,0,0,Matches
304,Jacobo,es ESP,"FW,MF",Córdoba,27,1997,28.6,9,106,31,29.2,3.70,1.08,0.06,0.19,3,3,Matches
305,Eneko Jauregi,es ESP,FW,Racing Ferrol,28,1996,20.5,6,39,15,38.5,1.90,0.73,0.15,0.40,0,0,Matches
306,Salim El Jebari,ma MAR,"FW,MF",Cartagena,20,2004,9.1,2,8,5,62.5,0.88,0.55,0.25,0.40,0,0,Matches
307,Jesús,es ESP,FW,Castellón,27,1996,19.9,3,37,12,32.4,1.86,0.60,0.08,0.25,0,0,Matches
308,Alberto Jiménez,es ESP,DF,Castellón,31,1992,35.3,2,20,5,25.0,0.57,0.14,0.10,0.40,0,0,Matches
309,Dani Jiménez,es ESP,GK,Huesca,34,1990,31.7,0,0,0,,0.00,0.00,,,0,0,Matches
310,Marcelo Jiménez,es ESP,MF,Burgos,21,2003,8.7,2,5,3,60.0,0.58,0.35,0.40,0.67,0,0,Matches
311,Christian Joel,cu CUB,GK,Sporting Gijón,25,1999,3.2,0,0,0,,0.00,0.00,,,0,0,Matches
312,Miloš Jojić,rs SRB,"MF,FW",Castellón,32,1992,4.1,0,6,2,33.3,1.45,0.48,0.00,0.00,0,0,Matches
313,Jordi,es ESP,MF,Huesca,23,2001,12.7,2,4,2,50.0,0.31,0.16,0.50,1.00,0,0,Matches
314,Joel Jorquera,es ESP,MF,Eldense,23,2000,8.2,2,9,7,77.8,1.10,0.85,0.22,0.29,0,0,Matches
315,Josan,es ESP,"MF,FW",Elche,34,1989,19.6,4,23,11,47.8,1.17,0.56,0.17,0.36,0,0,Matches
316,Kamil Jóźwiak,pl POL,MF,Granada,26,1998,7.3,0,7,2,28.6,0.96,0.27,0.00,0.00,0,0,Matches
317,Juande,es ESP,DF,Tenerife,25,1999,8.1,0,4,2,50.0,0.49,0.25,0.00,0.00,0,0,Matches
318,Juanma,es ESP,"MF,FW",Albacete,31,1993,26.3,2,31,7,22.6,1.18,0.27,0.06,0.29,0,0,Matches
319,Juanpe,es ESP,MF,Málaga,28,1996,6.8,0,5,1,20.0,0.74,0.15,0.00,0.00,0,0,Matches
320,Lago Junior,ci CIV,MF,Racing Sant,33,1990,5.2,1,13,5,38.5,2.51,0.96,0.08,0.20,0,0,Matches
321,Sory Kaba,gn GUI,FW,Elche,29,1995,9.8,4,24,9,37.5,2.45,0.92,0.13,0.33,1,1,Matches
322,Kaiky,br BRA,"DF,MF",Almería,20,2004,14.1,0,1,1,100.0,0.07,0.07,0.00,0.00,0,0,Matches
323,Jon Karrikaburu,es ESP,FW,Racing Sant,21,2002,22.2,8,66,31,47.0,2.97,1.40,0.12,0.26,0,0,Matches
324,Giorgi Kochorashvili,ge GEO,MF,Levante,25,1999,28.9,6,54,20,37.0,1.87,0.69,0.09,0.25,1,1,Matches
325,Christian Kofane,cm CMR,FW,Albacete,18,2006,13.7,8,32,13,40.6,2.33,0.95,0.25,0.62,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
326,Ghislain Konan,ci CIV,"DF,MF",Burgos,28,1995,0.7,0,0,0,,0.00,0.00,,,0,0,Matches
327,Iker Kortajarena,es ESP,MF,Huesca,24,2000,30.2,4,42,15,35.7,1.39,0.50,0.10,0.27,0,0,Matches
328,Sebastián Kóša,sk SVK,DF,Zaragoza,20,2003,2.2,0,0,0,,0.00,0.00,,,0,0,Matches
329,Rominigue Kouamé,ml MLI,MF,Cádiz,27,1996,8.5,0,6,0,0.0,0.70,0.00,0.00,,0,0,Matches
330,Bojan Kovačević,rs SRB,DF,Cádiz,20,2004,25.2,0,3,1,33.3,0.12,0.04,0.00,0.00,0,0,Matches
331,Kuki,es ESP,MF,Córdoba,26,1998,2.9,0,8,1,12.5,2.73,0.34,0.00,0.00,0,0,Matches
332,Adrián de la Fuente,es ESP,DF,Levante,25,1999,28.1,2,28,8,28.6,1.00,0.28,0.00,0.00,2,2,Matches
333,César de la Hoz,es ESP,MF,Oviedo,32,1992,7.2,0,2,0,0.0,0.28,0.00,0.00,,0,0,Matches
334,Youness Lachhab Didi,ma MAR,"MF,DF",Eldense,25,1999,4.9,1,8,2,25.0,1.63,0.41,0.13,0.50,0,0,Matches
335,Mathis Lachuer,fr FRA,MF,Mirandés,23,2000,29.4,2,44,7,15.9,1.50,0.24,0.00,0.00,2,3,Matches
336,Manu Lama,es ESP,DF,Granada,23,2001,11.3,2,7,3,42.9,0.62,0.27,0.29,0.67,0,0,Matches
337,Anthony Landazuri,ec ECU,DF,Tenerife,27,1997,9.4,1,2,1,50.0,0.21,0.11,0.50,1.00,0,0,Matches
338,Bruno Langa,mz MOZ,DF,Almería,26,1997,16.8,0,15,1,6.7,0.89,0.06,0.00,0.00,0,0,Matches
339,Adrián Lapeña,es ESP,DF,Córdoba,28,1996,16.8,1,9,8,88.9,0.54,0.48,0.11,0.13,0,0,Matches
340,David Larrubia,es ESP,"MF,FW",Málaga,22,2002,31.0,4,62,23,37.1,2.00,0.74,0.06,0.17,0,0,Matches
