Fecha,hora,L,V,GL,GV,TL,TV,CL,CV,AL,AV,RL,RV
05/05/2024,15:15,Celta,Villarreal,3,2,7,3,2,1,4,0,0,1
05/05/2024,17:30,Valencia,Alaves,0,1,1,4,5,7,1,3,0,0
05/05/2024,20:00,Sevilla,Granada,3,0,5,3,5,4,2,2,0,0
05/05/2024,20:00,Rayo,Almeria,0,1,10,2,9,2,3,2,0,0
10/05/2024,20:00,Alaves,Girona,2,2,8,5,5,3,3,2,0,0
11/05/2024,15:15,Villarreal,Sevilla,3,2,7,4,10,1,3,5,0,0
11/05/2024,17:30,Granada,Real Madrid,0,4,1,7,8,5,2,0,0,0
11/05/2024,20:00,Ath Bilbao,Osasuna,2,2,6,3,8,6,2,4,0,0
12/05/2024,13:00,Cadiz,Getafe,1,0,6,4,6,2,5,2,0,0
12/05/2024,15:15,Ath Madrid,Celta,1,0,8,2,4,7,1,1,0,0
12/05/2024,17:30,Valencia,Rayo,0,0,5,1,6,3,1,2,0,0
12/05/2024,20:00,Betis,Almeria,3,2,7,7,3,5,0,2,0,0
13/05/2024,20:00,Barcelona,Real Sociedad,2,0,5,3,6,2,2,3,0,0
14/05/2024,18:30,Osasuna,Mallorca,1,1,4,4,2,4,0,1,0,0
14/05/2024,20:30,Real Madrid,Alaves,5,0,11,10,4,1,1,1,0,0
14/05/2024,21:00,Girona,Villarreal,0,1,5,3,5,1,1,5,0,1
15/05/2024,18:30,Sevilla,Cadiz,0,1,3,7,1,9,6,2,0,0
15/05/2024,18:30,Rayo,Granada,2,1,9,1,6,6,4,3,1,0
15/05/2024,21:00,Celta,Ath Bilbao,2,1,4,2,2,3,2,0,0,0
15/05/2024,21:00,Getafe,Ath Madrid,0,3,3,3,6,3,4,3,0,0
16/05/2024,18:30,Las Palmas,Betis,2,2,9,4,4,8,2,1,0,0
16/05/2024,20:30,Almeria,Barcelona,0,2,3,7,4,7,0,1,0,0
16/05/2024,21:00,Real Sociedad,Valencia,1,0,5,3,3,3,0,2,0,0
18/05/2024,20:00,Alaves,Getafe,1,0,2,4,2,1,5,7,0,1
19/05/2024,18:00,Ath Bilbao,Sevilla,2,0,6,4,8,3,1,1,0,0
19/05/2024,18:00,Ath Madrid,Osasuna,1,4,2,6,7,5,2,2,0,0
19/05/2024,18:00,Barcelona,Rayo,3,0,6,4,7,5,4,2,0,0
19/05/2024,18:00,Betis,Real Sociedad,0,2,9,2,6,2,3,4,0,0
19/05/2024,18:00,Granada,Celta,1,2,3,5,10,2,2,1,0,0
19/05/2024,18:00,Valencia,Girona,1,3,6,5,5,4,2,0,0,0
19/05/2024,18:00,Villarreal,Real Madrid,4,4,7,6,3,3,3,2,0,0
25/05/2024,13:00,Osasuna,Villarreal,1,1,6,3,6,4,4,3,0,0
25/05/2024,15:15,Real Sociedad,Ath Madrid,0,2,4,4,8,4,3,5,0,1
25/05/2024,17:30,Rayo,Ath Bilbao,0,1,4,1,8,2,1,1,0,0
25/05/2024,20:00,Real Madrid,Betis,0,0,5,3,4,5,2,1,0,0
26/05/2024,13:00,Getafe,Mallorca,1,2,6,4,3,4,0,2,0,0
26/05/2024,15:15,Celta,Valencia,2,2,4,1,2,2,0,0,0,0
26/05/2024,15:15,Las Palmas,Alaves,1,1,4,4,2,6,2,1,0,0
26/05/2024,20:00,Sevilla,Barcelona,1,2,6,6,6,5,2,1,0,0
15/08/2024,18:00,Ath Bilbao,Getafe,1,1,4,2,5,6,4,1,0,0
15/08/2024,20:30,Betis,Girona,1,1,4,2,4,4,2,0,0,0
16/08/2024,18:00,Celta,Alaves,2,1,4,2,3,3,3,2,0,0
16/08/2024,20:30,Las Palmas,Sevilla,2,2,5,5,6,3,0,0,0,0
17/08/2024,18:00,Osasuna,Leganes,1,1,5,4,6,4,3,2,0,0
17/08/2024,20:30,Valencia,Barcelona,1,2,1,8,3,8,2,3,0,0
18/08/2024,18:00,Real Sociedad,Rayo,1,2,5,5,10,5,2,4,0,0
18/08/2024,20:30,Mallorca,Real Madrid,1,1,5,4,8,7,1,0,0,1
19/08/2024,18:00,Valladolid,Espanyol,1,0,3,2,3,2,2,2,0,0
19/08/2024,20:30,Villarreal,Ath Madrid,2,2,3,5,2,3,1,3,0,0
23/08/2024,18:00,Celta,Valencia,3,1,5,5,4,7,3,0,0,0
23/08/2024,20:30,Sevilla,Villarreal,1,2,9,5,7,2,3,5,0,0
24/08/2024,16:00,Osasuna,Mallorca,1,0,5,2,5,4,2,1,0,0
24/08/2024,18:00,Barcelona,Ath Bilbao,2,1,5,2,5,6,4,5,0,0
24/08/2024,20:30,Espanyol,Real Sociedad,0,1,3,4,7,4,2,2,0,0
24/08/2024,20:30,Getafe,Rayo,0,0,0,1,3,2,1,2,0,0
25/08/2024,16:00,Real Madrid,Valladolid,3,0,9,2,5,5,1,1,0,0
25/08/2024,18:15,Alaves,Betis,0,0,1,3,3,8,1,4,1,0
25/08/2024,20:30,Ath Madrid,Girona,3,0,6,5,1,9,1,3,0,0
26/08/2024,20:30,Villarreal,Celta,4,3,9,8,7,4,4,3,0,0
27/08/2024,18:00,Mallorca,Sevilla,0,0,4,7,5,9,0,1,0,1
27/08/2024,20:30,Rayo,Barcelona,1,2,4,5,6,6,3,1,0,0
28/08/2024,18:00,Ath Bilbao,Valencia,1,0,4,0,5,3,1,3,0,0
28/08/2024,20:30,Ath Madrid,Espanyol,0,0,7,1,9,3,0,2,0,0
28/08/2024,20:30,Real Sociedad,Alaves,1,2,1,5,8,6,4,4,1,0
29/08/2024,18:00,Girona,Osasuna,4,0,5,0,5,0,0,0,0,0
29/08/2024,20:30,Las Palmas,Real Madrid,1,1,3,8,2,6,0,2,0,0
31/08/2024,16:00,Barcelona,Valladolid,7,0,10,2,10,1,0,3,0,0
31/08/2024,18:00,Ath Bilbao,Ath Madrid,0,1,1,2,2,2,3,1,0,0
31/08/2024,18:15,Espanyol,Rayo,2,1,5,5,3,7,3,2,0,0
31/08/2024,20:30,Valencia,Villarreal,1,1,6,3,14,3,3,5,0,1
01/09/2024,16:00,Alaves,Las Palmas,2,0,5,7,6,5,3,0,0,0
01/09/2024,16:00,Osasuna,Celta,3,2,4,3,6,3,2,0,0,1
01/09/2024,18:00,Sevilla,Girona,0,2,5,4,7,5,3,2,0,0
01/09/2024,18:15,Getafe,Real Sociedad,0,0,1,0,4,1,1,1,0,0
01/09/2024,20:30,Real Madrid,Betis,2,0,8,2,7,3,2,0,0,0
13/09/2024,20:00,Betis,Leganes,2,0,5,0,11,1,1,2,0,0
14/09/2024,13:00,Mallorca,Villarreal,1,2,5,4,7,6,3,3,1,0
14/09/2024,15:15,Espanyol,Alaves,3,2,4,6,0,5,2,3,0,0
14/09/2024,17:30,Sevilla,Getafe,1,0,4,4,3,4,3,4,1,0
14/09/2024,20:00,Real Sociedad,Real Madrid,0,2,2,7,6,6,4,1,0,0
15/09/2024,13:00,Celta,Valladolid,3,1,7,1,5,3,3,5,0,1
15/09/2024,15:15,Girona,Barcelona,1,4,4,9,1,6,3,2,0,1
15/09/2024,17:30,Las Palmas,Ath Bilbao,2,3,6,4,9,3,1,2,0,1
15/09/2024,20:00,Ath Madrid,Valencia,3,0,5,1,7,3,1,2,0,0
16/09/2024,20:00,Rayo,Osasuna,3,1,6,2,7,4,3,2,0,0
17/09/2024,18:00,Mallorca,Real Sociedad,1,0,4,4,5,5,1,1,0,0
18/09/2024,18:00,Betis,Getafe,2,1,8,5,8,4,3,5,0,0
19/09/2024,18:00,Leganes,Ath Bilbao,0,2,3,4,4,7,3,0,0,0
20/09/2024,20:00,Alaves,Sevilla,2,1,4,2,3,5,1,4,0,0
21/09/2024,13:00,Valladolid,Real Sociedad,0,0,2,4,5,7,4,4,0,0
21/09/2024,15:15,Osasuna,Las Palmas,2,1,2,4,2,4,2,5,0,0
21/09/2024,17:30,Valencia,Girona,2,0,2,3,5,4,3,2,0,0
21/09/2024,20:00,Real Madrid,Espanyol,4,1,14,2,9,4,4,3,0,0
22/09/2024,13:00,Getafe,Leganes,1,1,3,3,6,2,3,2,0,0
22/09/2024,15:15,Ath Bilbao,Celta,3,1,7,4,3,6,3,2,0,0
22/09/2024,17:30,Villarreal,Barcelona,1,5,4,10,7,3,6,1,0,0
22/09/2024,20:00,Rayo,Ath Madrid,1,1,3,5,3,4,0,0,0,0
23/09/2024,20:00,Betis,Mallorca,1,2,6,6,6,3,3,2,0,0
24/09/2024,18:00,Sevilla,Valladolid,2,1,5,2,6,4,5,4,1,0
24/09/2024,18:00,Valencia,Osasuna,0,0,2,2,10,5,2,3,0,0
24/09/2024,20:00,Real Madrid,Alaves,3,2,4,3,4,4,4,0,0,0
25/09/2024,18:00,Girona,Rayo,0,0,0,0,4,3,3,4,0,0
25/09/2024,20:00,Barcelona,Getafe,1,0,4,1,7,5,1,1,0,0
26/09/2024,18:00,Espanyol,Villarreal,1,2,2,4,4,1,5,3,0,0
26/09/2024,18:00,Las Palmas,Betis,1,1,2,5,1,4,4,2,0,0
26/09/2024,20:00,Celta,Ath Madrid,0,1,4,2,2,3,2,2,0,0
28/09/2024,13:00,Getafe,Alaves,2,0,8,1,2,2,3,6,0,0
28/09/2024,15:15,Rayo,Leganes,1,1,6,3,5,5,2,1,0,0
28/09/2024,17:30,Real Sociedad,Valencia,3,0,6,4,6,4,0,0,0,0
28/09/2024,20:00,Osasuna,Barcelona,4,2,6,5,5,8,2,2,0,0
29/09/2024,13:00,Celta,Girona,1,1,2,4,4,4,1,0,0,0
29/09/2024,15:15,Ath Bilbao,Sevilla,1,1,3,4,4,7,0,3,1,0
29/09/2024,17:30,Betis,Espanyol,1,0,12,1,8,4,2,4,0,0
29/09/2024,20:00,Ath Madrid,Real Madrid,1,1,4,4,5,5,3,1,1,0
30/09/2024,20:00,Villarreal,Las Palmas,3,1,7,3,3,2,0,3,0,0
04/10/2024,20:00,Leganes,Valencia,0,0,0,1,1,2,2,2,0,0
05/10/2024,13:00,Espanyol,Mallorca,2,1,3,4,4,6,1,5,0,0
05/10/2024,15:15,Getafe,Osasuna,1,1,3,2,4,2,2,4,0,0
05/10/2024,17:30,Las Palmas,Celta,0,1,5,1,11,2,3,8,0,2
05/10/2024,17:30,Valladolid,Rayo,1,2,5,3,5,13,4,2,0,0
05/10/2024,20:00,Real Madrid,Villarreal,2,0,2,1,2,5,0,1,0,0
06/10/2024,13:00,Girona,Ath Bilbao,2,1,6,4,6,1,4,3,0,1
06/10/2024,15:15,Alaves,Barcelona,0,3,2,8,11,3,2,2,0,0
06/10/2024,17:30,Sevilla,Betis,1,0,5,3,4,1,6,3,1,0
06/10/2024,20:00,Real Sociedad,Ath Madrid,1,1,8,1,5,1,0,2,0,0
18/10/2024,20:00,Alaves,Valladolid,2,3,4,4,5,6,6,2,1,0
19/10/2024,13:00,Ath Bilbao,Espanyol,4,1,6,2,5,5,2,3,0,0
19/10/2024,15:15,Osasuna,Betis,1,2,6,7,10,2,2,1,0,1
19/10/2024,17:30,Girona,Real Sociedad,0,1,3,4,6,6,2,1,0,0
19/10/2024,20:00,Celta,Real Madrid,1,2,5,3,6,2,2,1,0,0
20/10/2024,13:00,Mallorca,Rayo,1,0,5,2,9,2,1,1,0,0
20/10/2024,15:15,Ath Madrid,Leganes,3,1,9,2,8,2,5,1,0,0
20/10/2024,17:30,Villarreal,Getafe,1,1,4,4,5,5,4,3,0,0
20/10/2024,20:00,Barcelona,Sevilla,5,1,9,1,5,5,1,2,0,0
21/10/2024,20:00,Valencia,Las Palmas,2,3,7,6,11,2,4,9,1,0
25/10/2024,20:00,Espanyol,Sevilla,0,2,1,3,13,2,2,0,0,0
26/10/2024,13:00,Valladolid,Villarreal,1,2,3,9,4,6,4,3,0,0
26/10/2024,15:15,Rayo,Alaves,1,0,4,7,6,2,2,4,1,0
26/10/2024,20:00,Real Madrid,Barcelona,0,4,4,7,10,3,2,5,0,0
27/10/2024,13:00,Leganes,Celta,3,0,4,5,4,2,2,2,0,0
27/10/2024,15:15,Getafe,Valencia,1,1,4,1,8,2,3,7,0,0
27/10/2024,17:30,Betis,Ath Madrid,1,0,3,3,3,10,3,2,0,0
27/10/2024,20:00,Real Sociedad,Osasuna,0,2,9,4,14,4,3,4,0,0
28/10/2024,20:00,Mallorca,Ath Bilbao,0,0,1,1,1,14,5,1,1,0
01/11/2024,20:00,Alaves,Mallorca,1,0,3,2,7,2,3,2,0,0
02/11/2024,13:00,Osasuna,Valladolid,1,0,4,4,7,2,1,5,0,0
03/11/2024,13:00,Ath Madrid,Las Palmas,2,0,3,1,9,1,1,1,0,0
03/11/2024,15:15,Barcelona,Espanyol,3,1,9,3,9,5,0,3,0,0
03/11/2024,17:30,Sevilla,Real Sociedad,0,2,0,3,5,9,2,1,0,0
03/11/2024,20:00,Ath Bilbao,Betis,1,1,8,4,6,2,0,0,0,0
04/11/2024,20:00,Celta,Getafe,1,0,3,2,0,2,1,4,0,1
08/11/2024,20:00,Rayo,Las Palmas,1,3,7,3,12,4,1,3,0,0
09/11/2024,13:00,Real Madrid,Osasuna,4,0,8,0,11,3,0,2,0,0
09/11/2024,15:15,Villarreal,Alaves,3,0,3,3,7,2,1,3,0,0
09/11/2024,20:00,Leganes,Sevilla,1,0,4,2,0,6,2,1,0,1
10/11/2024,13:00,Betis,Celta,2,2,6,2,2,0,3,0,0,0
10/11/2024,15:15,Mallorca,Ath Madrid,0,1,6,2,7,2,1,3,0,0
10/11/2024,17:30,Getafe,Girona,0,1,0,2,5,2,3,3,0,0
10/11/2024,17:30,Valladolid,Ath Bilbao,1,1,3,1,5,5,4,4,0,0
10/11/2024,20:00,Real Sociedad,Barcelona,1,0,6,0,7,6,3,1,0,0
22/11/2024,20:00,Getafe,Valladolid,2,0,5,3,3,2,3,2,0,0
23/11/2024,13:00,Valencia,Betis,4,2,5,3,2,4,4,2,0,0
23/11/2024,15:15,Ath Madrid,Alaves,2,1,8,1,5,0,3,3,0,0
23/11/2024,17:30,Girona,Espanyol,4,1,5,1,6,3,0,3,0,0
23/11/2024,20:00,Celta,Barcelona,2,2,8,4,5,1,5,5,0,1
24/11/2024,13:00,Osasuna,Villarreal,2,2,3,7,0,8,6,5,0,0
24/11/2024,15:15,Sevilla,Rayo,1,0,3,1,8,3,2,5,0,1
24/11/2024,17:30,Leganes,Real Madrid,0,3,0,9,2,4,2,0,0,0
24/11/2024,20:00,Ath Bilbao,Real Sociedad,1,0,4,1,4,4,3,4,0,0
29/11/2024,20:00,Mallorca,Valencia,2,1,3,1,3,6,0,0,0,0
30/11/2024,13:00,Barcelona,Las Palmas,1,2,8,3,7,0,0,0,0,0
30/11/2024,15:15,Alaves,Leganes,1,1,7,3,13,8,1,4,0,0
30/11/2024,17:30,Espanyol,Celta,3,1,5,2,2,5,2,2,0,0
30/11/2024,20:00,Valladolid,Ath Madrid,0,5,1,9,3,5,1,2,0,0
01/12/2024,13:00,Villarreal,Girona,2,2,4,6,1,5,2,6,0,0
01/12/2024,15:15,Real Madrid,Getafe,2,0,4,3,5,3,2,6,0,0
01/12/2024,17:30,Rayo,Ath Bilbao,1,2,4,7,1,7,3,0,0,0
01/12/2024,20:00,Real Sociedad,Betis,2,0,1,2,0,4,3,2,0,0
02/12/2024,20:00,Sevilla,Osasuna,1,1,5,3,5,1,1,1,0,0
03/12/2024,18:00,Mallorca,Barcelona,1,5,1,9,2,5,4,3,0,0
04/12/2024,20:00,Ath Bilbao,Real Madrid,2,1,3,5,5,2,3,3,0,0
06/12/2024,20:00,Celta,Mallorca,2,0,5,4,3,3,1,0,0,1
07/12/2024,15:15,Betis,Barcelona,2,2,6,3,6,4,1,2,0,0
07/12/2024,17:30,Valencia,Rayo,0,1,6,1,9,4,2,2,0,0
07/12/2024,20:00,Girona,Real Madrid,0,3,4,7,6,3,3,2,0,0
08/12/2024,13:00,Leganes,Real Sociedad,0,3,2,5,5,3,2,2,0,0
08/12/2024,15:15,Ath Bilbao,Villarreal,2,0,4,1,3,3,2,1,0,0
08/12/2024,17:30,Osasuna,Alaves,2,2,8,3,8,3,4,3,0,0
08/12/2024,20:00,Ath Madrid,Sevilla,4,3,9,3,5,3,4,3,0,0
09/12/2024,20:00,Getafe,Espanyol,1,0,6,1,3,3,3,6,0,0
13/12/2024,20:00,Valladolid,Valencia,1,0,1,2,1,7,4,3,1,0
14/12/2024,13:00,Espanyol,Osasuna,0,0,3,0,5,4,3,1,0,0
14/12/2024,17:30,Sevilla,Celta,1,0,3,2,3,4,7,3,0,0
14/12/2024,20:00,Rayo,Real Madrid,3,3,5,6,4,3,4,2,0,0
15/12/2024,13:00,Ath Madrid,Getafe,1,0,3,1,8,3,3,1,0,0
15/12/2024,15:15,Alaves,Ath Bilbao,1,1,3,2,2,4,2,2,0,0
15/12/2024,17:30,Real Sociedad,Las Palmas,0,0,4,3,8,6,2,3,0,0
15/12/2024,17:30,Villarreal,Betis,1,2,4,4,5,5,5,2,0,1
15/12/2024,20:00,Barcelona,Leganes,0,1,4,4,8,2,0,2,0,0
18/12/2024,20:30,Espanyol,Valencia,1,1,3,4,4,7,1,0,0,0
18/12/2024,20:30,Villarreal,Rayo,1,1,5,3,7,7,4,3,1,0
21/12/2024,13:00,Getafe,Mallorca,0,1,5,2,3,0,4,3,0,0
21/12/2024,15:15,Celta,Real Sociedad,2,0,7,1,5,7,3,5,0,0
21/12/2024,17:30,Osasuna,Ath Bilbao,1,2,3,8,4,4,0,1,0,0
21/12/2024,20:00,Barcelona,Ath Madrid,1,2,7,4,11,3,0,3,0,0
22/12/2024,13:00,Valencia,Alaves,2,2,3,3,5,4,2,1,0,0
22/12/2024,15:15,Real Madrid,Sevilla,4,2,8,5,6,6,1,2,0,0
22/12/2024,17:30,Las Palmas,Espanyol,1,0,4,2,2,2,4,2,0,0
22/12/2024,17:30,Leganes,Villarreal,2,5,3,9,1,5,1,2,2,0
22/12/2024,20:00,Betis,Rayo,1,1,5,4,5,5,0,4,0,0
03/01/2025,20:00,Valencia,Real Madrid,1,2,5,5,2,5,2,3,0,1
10/01/2025,20:00,Rayo,Celta,2,1,5,7,3,3,2,3,0,1
11/01/2025,13:00,Alaves,Girona,0,1,2,1,6,3,1,4,0,0
11/01/2025,15:15,Valladolid,Betis,1,0,1,3,1,8,2,4,0,0
11/01/2025,17:30,Espanyol,Leganes,1,1,5,6,8,4,2,2,0,1
11/01/2025,20:00,Sevilla,Valencia,1,1,5,1,10,1,1,2,0,0
12/01/2025,13:00,Las Palmas,Getafe,1,2,7,3,4,5,2,3,0,0
12/01/2025,15:15,Ath Madrid,Osasuna,1,0,5,1,4,0,2,0,0,0
13/01/2025,20:00,Real Sociedad,Villarreal,1,0,3,5,3,7,4,2,0,0
17/01/2025,20:00,Espanyol,Valladolid,2,1,4,4,1,7,2,2,0,0
18/01/2025,13:00,Girona,Sevilla,1,2,4,6,7,4,0,4,0,0
18/01/2025,15:15,Leganes,Ath Madrid,1,0,3,4,2,9,1,3,0,0
18/01/2025,17:30,Betis,Alaves,1,3,2,5,2,3,4,5,1,0
18/01/2025,20:00,Getafe,Barcelona,1,1,4,5,2,10,3,2,0,0
19/01/2025,13:00,Celta,Ath Bilbao,1,2,1,6,3,4,0,0,0,0
19/01/2025,15:15,Real Madrid,Las Palmas,4,1,13,2,8,2,0,1,0,1
19/01/2025,17:30,Osasuna,Rayo,1,1,3,3,6,3,3,2,0,0
19/01/2025,20:00,Valencia,Real Sociedad,1,0,2,3,4,7,3,4,0,0
20/01/2025,20:00,Villarreal,Mallorca,4,0,7,2,6,5,1,3,0,0
24/01/2025,20:00,Las Palmas,Osasuna,1,1,7,4,4,2,7,8,1,0
25/01/2025,13:00,Mallorca,Betis,0,1,3,3,4,4,2,2,1,0
25/01/2025,15:15,Ath Madrid,Villarreal,1,1,8,1,5,6,4,2,0,0
25/01/2025,17:30,Sevilla,Espanyol,1,1,4,1,5,1,1,4,0,0
25/01/2025,20:00,Valladolid,Real Madrid,0,3,2,4,1,7,3,3,1,0
26/01/2025,13:00,Rayo,Girona,2,1,7,5,4,1,3,1,0,0
26/01/2025,15:15,Real Sociedad,Getafe,0,3,4,4,5,2,3,6,0,0
26/01/2025,17:30,Ath Bilbao,Leganes,0,0,3,2,16,1,1,1,0,0
26/01/2025,20:00,Barcelona,Valencia,7,1,11,2,14,4,0,1,0,0
27/01/2025,20:00,Alaves,Celta,1,1,1,2,3,4,2,3,0,0
31/01/2025,20:00,Leganes,Rayo,0,1,1,3,2,9,2,4,1,0
01/02/2025,13:00,Getafe,Sevilla,0,0,1,1,6,5,4,6,0,0
01/02/2025,15:15,Villarreal,Valladolid,5,1,8,2,3,6,1,2,0,0
01/02/2025,17:30,Ath Madrid,Mallorca,2,0,5,1,10,4,2,3,0,0
01/02/2025,20:00,Espanyol,Real Madrid,1,0,2,7,1,8,2,0,0,0
02/02/2025,13:00,Barcelona,Alaves,1,0,4,0,5,2,5,2,0,0
02/02/2025,15:15,Valencia,Celta,2,1,5,2,5,2,1,2,0,0
02/02/2025,17:30,Osasuna,Real Sociedad,2,1,4,3,3,5,3,3,0,0
02/02/2025,20:00,Betis,Ath Bilbao,2,2,6,4,3,7,3,1,0,0
07/02/2025,20:00,Rayo,Valladolid,1,0,6,3,4,2,2,2,0,0
08/02/2025,13:00,Celta,Betis,3,2,6,5,4,7,3,5,0,0
08/02/2025,15:15,Ath Bilbao,Girona,3,0,8,1,11,2,0,4,0,0
08/02/2025,17:30,Las Palmas,Villarreal,1,2,4,4,6,5,6,3,0,0
08/02/2025,20:00,Real Madrid,Ath Madrid,1,1,9,1,6,1,1,3,0,0
09/02/2025,13:00,Alaves,Getafe,0,1,4,3,8,3,2,6,0,0
09/02/2025,15:15,Valencia,Leganes,2,0,4,4,9,3,1,1,0,0
09/02/2025,17:30,Real Sociedad,Espanyol,2,1,3,1,6,0,1,2,0,0
09/02/2025,20:00,Sevilla,Barcelona,1,4,4,6,5,6,5,2,0,1
10/02/2025,20:00,Mallorca,Osasuna,1,1,2,4,7,11,1,4,0,0
14/02/2025,20:00,Girona,Getafe,1,2,4,6,3,3,2,3,1,0
15/02/2025,13:00,Leganes,Alaves,3,3,3,7,3,2,4,5,1,0
15/02/2025,15:15,Osasuna,Real Madrid,1,1,4,6,6,2,3,1,0,1
15/02/2025,17:30,Ath Madrid,Celta,1,1,3,4,2,7,3,5,1,0
15/02/2025,20:00,Villarreal,Valencia,1,1,4,3,4,5,0,5,0,0
16/02/2025,13:00,Espanyol,Ath Bilbao,1,1,4,4,2,7,1,1,0,0
16/02/2025,15:15,Valladolid,Sevilla,0,4,2,6,3,2,4,2,0,0
16/02/2025,20:00,Betis,Real Sociedad,3,0,8,1,5,5,0,2,0,2
17/02/2025,20:00,Barcelona,Rayo,1,0,5,4,4,5,2,3,0,0
21/02/2025,20:00,Celta,Osasuna,1,0,5,1,5,4,1,0,0,0
22/02/2025,13:00,Alaves,Espanyol,0,1,5,2,7,0,2,2,0,0
22/02/2025,15:15,Rayo,Villarreal,0,1,5,5,3,5,1,4,1,0
22/02/2025,17:30,Valencia,Ath Madrid,0,3,2,3,7,0,1,3,0,0
22/02/2025,20:00,Las Palmas,Barcelona,0,2,2,5,5,3,1,1,0,0
23/02/2025,13:00,Ath Bilbao,Valladolid,7,1,16,3,4,4,2,3,0,1
23/02/2025,15:15,Real Madrid,Girona,2,0,5,2,11,5,0,2,0,0
23/02/2025,17:30,Getafe,Betis,1,2,4,6,2,5,3,0,1,1
23/02/2025,20:00,Real Sociedad,Leganes,3,0,5,2,3,3,3,3,0,0
24/02/2025,20:00,Sevilla,Mallorca,1,1,4,2,4,4,1,3,0,0
01/03/2025,13:00,Girona,Celta,2,2,6,6,4,2,0,0,0,0
01/03/2025,15:15,Rayo,Sevilla,1,1,8,5,6,6,1,0,0,0
01/03/2025,17:30,Betis,Real Madrid,2,1,3,2,9,2,3,4,0,0
01/03/2025,20:00,Ath Madrid,Ath Bilbao,1,0,4,3,6,2,2,3,0,0
02/03/2025,13:00,Leganes,Getafe,1,0,1,0,2,6,1,1,0,0
02/03/2025,15:15,Barcelona,Real Sociedad,4,0,10,0,12,0,0,0,0,1
02/03/2025,17:30,Mallorca,Alaves,1,1,4,7,3,9,0,2,0,0
02/03/2025,20:00,Osasuna,Valencia,3,3,5,5,3,3,2,1,0,0
08/03/2025,13:00,Celta,Leganes,2,1,4,6,2,5,3,2,0,0
08/03/2025,15:15,Alaves,Villarreal,1,0,3,2,1,6,3,1,2,0
08/03/2025,17:30,Valencia,Valladolid,2,1,4,4,5,4,1,3,0,0
09/03/2025,13:00,Getafe,Ath Madrid,2,1,3,2,4,4,6,2,0,1
09/03/2025,15:15,Real Madrid,Rayo,2,1,5,6,4,6,3,1,0,0
09/03/2025,17:30,Ath Bilbao,Mallorca,1,1,2,2,3,3,1,3,0,0
09/03/2025,17:30,Betis,Las Palmas,1,0,6,1,11,1,2,8,0,1
09/03/2025,20:00,Real Sociedad,Sevilla,0,1,2,4,6,3,2,1,0,0
10/03/2025,20:00,Espanyol,Girona,1,1,4,4,4,9,3,3,0,0
14/03/2025,20:00,Las Palmas,Alaves,2,2,7,3,4,5,5,5,0,0
15/03/2025,13:00,Valladolid,Celta,0,1,2,1,3,4,3,3,0,0
15/03/2025,15:15,Mallorca,Espanyol,2,1,7,0,6,2,0,2,0,0
15/03/2025,17:30,Villarreal,Real Madrid,1,2,10,5,11,4,2,1,0,0
15/03/2025,20:00,Girona,Valencia,1,1,4,2,9,4,2,1,0,0
16/03/2025,13:00,Leganes,Betis,2,3,4,6,3,7,2,1,0,0
16/03/2025,15:15,Sevilla,Ath Bilbao,0,1,4,4,4,6,4,2,0,0
16/03/2025,17:30,Osasuna,Getafe,1,2,4,4,3,2,2,3,0,1
16/03/2025,17:30,Rayo,Real Sociedad,2,2,5,4,4,4,3,2,0,0
16/03/2025,20:00,Ath Madrid,Barcelona,2,4,2,6,6,6,1,3,0,0
27/03/2025,20:00,Barcelona,Osasuna,3,0,5,0,8,4,1,3,0,0
29/03/2025,13:00,Real Sociedad,Valladolid,2,1,2,5,3,6,2,3,0,0
29/03/2025,15:15,Espanyol,Ath Madrid,1,1,1,2,4,3,2,1,0,0
29/03/2025,17:30,Alaves,Rayo,0,2,4,5,8,5,3,5,0,0
29/03/2025,20:00,Real Madrid,Leganes,3,2,10,4,8,3,1,4,0,0
30/03/2025,13:00,Getafe,Villarreal,1,2,4,3,3,1,1,4,0,0
