Fecha,hora,L,V,GL,GV,TL,TV,CL,CV,AL,AV,RL,RV
30/03/2025,15:15,Barcelona,Girona,4,1,9,2,10,2,0,1,0,0
30/03/2025,17:30,Ath Bilbao,Osasuna,0,0,5,2,3,4,1,1,0,0
30/03/2025,17:30,Valencia,Mallorca,1,0,2,2,4,5,5,5,0,0
30/03/2025,20:00,Betis,Sevilla,2,1,3,2,2,2,4,4,0,0
31/03/2025,20:00,Celta,Las Palmas,1,1,7,2,4,2,3,0,0,0
04/04/2025,20:00,Rayo,Espanyol,0,4,5,7,8,4,2,2,0,0
05/04/2025,13:00,Girona,Alaves,0,1,6,3,1,5,1,4,0,0
05/04/2025,15:15,Real Madrid,Valencia,1,2,9,2,9,4,0,4,0,0
05/04/2025,17:30,Mallorca,Celta,1,2,2,4,4,2,3,0,0,0
05/04/2025,20:00,Barcelona,Betis,1,1,5,2,9,3,2,1,0,0
06/04/2025,13:00,Las Palmas,Real Sociedad,1,3,5,8,5,4,0,2,0,0
06/04/2025,15:15,Sevilla,Ath Madrid,1,2,6,5,7,7,1,4,0,0
06/04/2025,17:30,Valladolid,Getafe,0,4,0,9,3,4,3,1,1,0
06/04/2025,20:00,Villarreal,Ath Bilbao,0,0,4,2,6,5,0,1,1,0
07/04/2025,20:00,Leganes,Osasuna,1,1,7,6,4,8,3,3,0,0
11/04/2025,20:00,Valencia,Sevilla,1,0,6,5,3,3,3,2,0,0
12/04/2025,13:00,Real Sociedad,Mallorca,0,2,4,3,8,2,3,1,0,0
12/04/2025,15:15,Getafe,Las Palmas,1,3,6,5,3,2,0,2,1,0
12/04/2025,17:30,Celta,Espanyol,0,2,6,3,13,5,2,2,0,0
12/04/2025,20:00,Leganes,Barcelona,0,1,1,3,4,8,2,1,0,0
13/04/2025,13:00,Osasuna,Girona,2,1,6,8,4,4,2,0,0,0
13/04/2025,15:15,Alaves,Real Madrid,0,1,6,4,4,4,4,4,1,1
13/04/2025,17:30,Betis,Villarreal,1,2,5,2,5,5,0,4,0,0
13/04/2025,20:00,Ath Bilbao,Rayo,3,1,4,3,7,1,4,3,0,0
14/04/2025,20:00,Ath Madrid,Valladolid,4,2,9,3,5,1,1,1,0,0
18/04/2025,20:00,Espanyol,Getafe,1,0,3,4,6,8,0,2,0,1
19/04/2025,13:00,Rayo,Valencia,1,1,4,3,5,2,3,1,0,0
19/04/2025,15:15,Barcelona,Celta,4,3,6,8,4,1,2,2,0,0
19/04/2025,20:00,Las Palmas,Ath Madrid,1,0,2,2,4,4,3,1,0,0
20/04/2025,13:00,Valladolid,Osasuna,2,3,5,6,5,2,2,0,0,0
20/04/2025,15:15,Villarreal,Real Sociedad,2,2,5,4,10,4,5,1,0,0
20/04/2025,17:30,Sevilla,Alaves,1,1,2,3,3,6,2,2,0,0
20/04/2025,20:00,Real Madrid,Ath Bilbao,1,0,7,1,14,1,1,2,0,0
21/04/2025,20:00,Girona,Betis,1,3,5,9,8,9,3,2,0,0
22/04/2025,18:00,Valencia,Espanyol,1,1,7,3,6,4,2,1,0,0
22/04/2025,20:30,Barcelona,Mallorca,1,0,13,0,13,2,0,1,0,0
23/04/2025,18:00,Ath Bilbao,Las Palmas,1,0,4,2,3,3,1,3,0,0
23/04/2025,18:00,Celta,Villarreal,3,0,9,1,6,3,2,1,0,1
23/04/2025,20:30,Alaves,Real Sociedad,1,0,1,0,6,6,4,5,0,0
23/04/2025,20:30,Getafe,Real Madrid,0,1,6,7,4,4,3,1,0,0
24/04/2025,18:00,Osasuna,Sevilla,1,0,2,3,4,4,4,2,0,1
24/04/2025,20:30,Ath Madrid,Rayo,3,0,5,5,6,3,0,2,0,0
24/04/2025,20:30,Betis,Valladolid,5,1,6,5,4,4,1,0,0,0
27/04/2025,15:15,Villarreal,Espanyol,1,0,5,1,8,6,4,0,0,0
02/05/2025,20:00,Rayo,Getafe,1,0,8,1,7,3,3,2,0,1
03/05/2025,13:00,Alaves,Ath Madrid,0,0,2,2,3,5,3,2,0,0
03/05/2025,15:15,Villarreal,Osasuna,4,2,5,4,2,8,4,1,0,0
03/05/2025,17:30,Las Palmas,Valencia,2,3,3,5,9,5,1,1,0,0
03/05/2025,20:00,Valladolid,Barcelona,1,2,4,7,4,8,3,2,0,0
04/05/2025,13:00,Real Madrid,Celta,3,2,6,7,4,6,2,1,0,0
04/05/2025,15:15,Sevilla,Leganes,2,2,7,3,8,2,4,5,0,0
04/05/2025,17:30,Espanyol,Betis,1,2,5,10,3,7,2,0,0,0
04/05/2025,20:00,Real Sociedad,Ath Bilbao,0,0,3,1,7,3,1,2,0,0
09/05/2025,20:00,Las Palmas,Rayo,0,1,2,5,8,8,2,3,0,0
10/05/2025,13:00,Valencia,Getafe,3,0,6,3,2,6,3,5,0,0
10/05/2025,15:15,Celta,Sevilla,3,2,4,10,3,6,0,2,1,0
10/05/2025,17:30,Girona,Villarreal,0,1,0,5,5,3,2,3,0,0
10/05/2025,20:00,Ath Madrid,Real Sociedad,4,0,7,1,3,3,0,1,0,0
11/05/2025,13:00,Leganes,Espanyol,3,2,5,6,3,8,2,2,0,0
11/05/2025,15:15,Barcelona,Real Madrid,4,3,9,5,10,2,4,3,0,0
11/05/2025,17:30,Ath Bilbao,Alaves,1,0,3,1,9,2,1,1,0,0
11/05/2025,20:00,Betis,Osasuna,1,1,5,5,6,7,3,2,0,0
13/05/2025,19:00,Real Sociedad,Celta,0,1,5,2,14,1,3,1,0,0
13/05/2025,20:30,Sevilla,Las Palmas,1,0,3,3,4,2,6,6,0,0
14/05/2025,18:00,Alaves,Valencia,1,0,5,3,9,4,4,3,0,0
14/05/2025,18:00,Villarreal,Leganes,3,0,7,6,3,6,1,1,0,0
14/05/2025,20:30,Real Madrid,Mallorca,2,1,13,2,26,0,0,3,0,0
15/05/2025,18:00,Rayo,Betis,2,2,6,3,10,7,1,3,0,0
15/05/2025,18:00,Osasuna,Ath Madrid,2,0,3,5,3,5,1,1,0,0
15/05/2025,20:30,Espanyol,Barcelona,0,2,1,4,3,3,2,2,1,0
15/05/2025,20:30,Getafe,Ath Bilbao,0,2,1,2,2,5,1,0,0,0
18/05/2025,18:00,Ath Madrid,Betis,4,1,11,7,7,4,1,1,0,0
18/05/2025,18:00,Barcelona,Villarreal,2,3,9,3,11,3,2,0,0,0
18/05/2025,18:00,Celta,Rayo,1,2,7,2,9,2,2,3,0,0
18/05/2025,18:00,Mallorca,Getafe,1,2,1,4,3,4,2,2,0,0
18/05/2025,18:00,Osasuna,Espanyol,2,0,3,6,8,6,1,1,0,0
18/05/2025,18:00,Sevilla,Real Madrid,0,2,1,6,1,7,0,1,2,0
18/05/2025,18:00,Real Sociedad,Girona,3,2,9,5,9,2,1,3,0,0
18/05/2025,18:00,Valencia,Ath Bilbao,0,1,2,4,5,3,3,1,0,0
18/05/2025,18:00,Valladolid,Alaves,0,1,1,4,5,9,0,2,0,0
23/05/2025,20:00,Betis,Valencia,1,1,4,2,3,2,1,2,0,0
24/05/2025,15:15,Real Madrid,Real Sociedad,2,0,8,1,11,4,0,0,0,0
24/05/2025,17:30,Espanyol,Las Palmas,2,0,3,4,3,6,3,2,0,0
24/05/2025,20:00,Alaves,Osasuna,1,1,5,5,5,9,2,2,0,0
24/05/2025,20:00,Getafe,Celta,1,2,1,8,2,6,3,4,1,0
24/05/2025,20:00,Rayo,Mallorca,0,0,8,2,11,2,2,2,0,0
25/05/2025,13:00,Girona,Ath Madrid,0,4,1,11,1,8,0,1,0,0
25/05/2025,15:15,Villarreal,Sevilla,4,2,7,6,3,5,0,1,0,0
25/05/2025,20:00,Ath Bilbao,Barcelona,0,3,1,4,2,6,1,0,0,0
15/08/2025,18:00,Girona,Rayo,1,3,2,5,2,4,0,1,1,0
15/08/2025,20:30,Villarreal,Oviedo,2,0,10,4,10,1,1,2,0,1
16/08/2025,18:30,Mallorca,Barcelona,0,3,1,8,3,6,4,1,2,0
16/08/2025,20:30,Alaves,Levante,2,1,4,3,10,1,0,1,0,0
16/08/2025,20:30,Valencia,Real Sociedad,1,1,2,3,8,7,1,2,0,0
17/08/2025,16:00,Celta,Getafe,0,2,3,3,9,3,3,2,0,0
17/08/2025,18:30,Ath Bilbao,Sevilla,3,2,3,6,10,1,0,2,0,0
17/08/2025,20:30,Espanyol,Ath Madrid,2,1,5,4,1,3,3,3,0,0
18/08/2025,20:00,Elche,Betis,1,1,2,4,1,3,0,1,0,0
19/08/2025,20:00,Real Madrid,Osasuna,1,0,5,0,7,0,1,0,0,1
22/08/2025,20:30,Betis,Alaves,1,0,5,5,5,2,2,3,0,0
23/08/2025,16:00,Mallorca,Celta,1,1,4,2,3,4,3,3,0,0
23/08/2025,18:30,Ath Madrid,Elche,1,1,6,2,10,2,0,3,0,0
23/08/2025,20:30,Levante,Barcelona,2,3,5,10,0,11,3,1,0,0
24/08/2025,16:00,Osasuna,Valencia,1,0,4,1,3,4,2,1,0,1
24/08/2025,18:30,Real Sociedad,Espanyol,2,2,7,3,5,2,2,2,0,0
24/08/2025,18:30,Villarreal,Girona,5,0,7,2,8,1,1,2,0,0
24/08/2025,20:30,Oviedo,Real Madrid,0,3,3,10,1,9,2,1,0,0
25/08/2025,18:30,Ath Bilbao,Rayo,1,0,4,1,3,6,0,4,0,0
25/08/2025,20:30,Sevilla,Getafe,1,2,3,6,5,3,2,2,0,0
27/08/2025,20:00,Celta,Betis,1,1,5,2,10,4,1,2,0,0
29/08/2025,18:30,Elche,Levante,2,0,5,1,4,2,1,2,0,0
29/08/2025,20:30,Valencia,Getafe,3,0,4,1,8,6,2,0,0,0
30/08/2025,16:00,Alaves,Ath Madrid,1,1,2,6,1,6,2,3,0,0
30/08/2025,18:00,Oviedo,Real Sociedad,1,0,1,6,1,10,2,1,0,0
30/08/2025,18:30,Girona,Sevilla,0,2,5,4,11,3,0,2,0,0
30/08/2025,20:30,Real Madrid,Mallorca,2,1,7,5,4,5,2,0,0,0
31/08/2025,16:00,Celta,Villarreal,1,1,2,3,1,5,1,1,0,0
31/08/2025,18:00,Betis,Ath Bilbao,1,2,2,6,4,10,1,4,0,1
31/08/2025,18:30,Espanyol,Osasuna,1,0,4,3,2,3,2,3,0,0
31/08/2025,20:30,Rayo,Barcelona,1,1,6,3,9,4,4,1,0,0
12/09/2025,20:00,Sevilla,Elche,2,2,3,2,2,2,4,3,0,0
13/09/2025,13:00,Getafe,Oviedo,2,0,3,1,4,3,2,5,0,1
13/09/2025,15:15,Real Sociedad,Real Madrid,1,2,4,6,12,4,2,1,0,1
13/09/2025,17:30,Ath Bilbao,Alaves,0,1,3,2,6,6,4,3,0,0
13/09/2025,20:00,Ath Madrid,Villarreal,2,0,3,1,8,3,2,4,0,0
14/09/2025,13:00,Celta,Girona,1,1,7,8,10,3,0,3,0,0
14/09/2025,15:15,Levante,Betis,2,2,2,9,4,12,3,2,0,0
14/09/2025,17:30,Osasuna,Rayo,2,0,7,6,3,6,3,2,0,0
14/09/2025,20:00,Barcelona,Valencia,6,0,10,1,5,4,0,1,0,0
15/09/2025,20:00,Espanyol,Mallorca,3,2,3,10,3,9,2,1,1,0
19/09/2025,20:00,Betis,Real Sociedad,3,1,6,5,3,5,3,7,0,0
20/09/2025,13:00,Girona,Levante,0,4,1,7,5,4,4,3,2,0
20/09/2025,15:15,Real Madrid,Espanyol,2,0,5,1,5,3,2,0,0,0
20/09/2025,17:30,Alaves,Sevilla,1,2,5,3,4,4,1,7,0,0
20/09/2025,17:30,Villarreal,Osasuna,2,1,8,3,7,0,2,3,0,1
20/09/2025,20:00,Valencia,Ath Bilbao,2,0,5,5,5,6,1,1,0,1
21/09/2025,13:00,Rayo,Celta,1,1,5,5,5,7,1,1,0,0
21/09/2025,15:15,Mallorca,Ath Madrid,1,1,3,7,3,6,0,0,0,1
21/09/2025,17:30,Elche,Oviedo,1,0,5,4,3,3,2,2,0,0
21/09/2025,20:00,Barcelona,Getafe,3,0,7,2,3,2,2,4,0,0
23/09/2025,18:00,Ath Bilbao,Girona,1,1,5,3,8,1,0,2,0,0
23/09/2025,18:00,Espanyol,Valencia,2,2,10,2,8,3,1,4,0,0
23/09/2025,20:30,Levante,Real Madrid,1,4,2,10,1,7,1,1,0,0
23/09/2025,20:30,Sevilla,Villarreal,1,2,2,5,3,3,2,3,0,0
24/09/2025,18:00,Getafe,Alaves,1,1,1,4,2,7,2,3,0,0
24/09/2025,20:30,Ath Madrid,Rayo,3,2,8,3,8,6,3,4,0,0
24/09/2025,20:30,Real Sociedad,Mallorca,1,0,4,3,11,2,2,2,0,0
25/09/2025,18:30,Osasuna,Elche,1,1,2,4,2,3,2,2,0,0
25/09/2025,20:30,Oviedo,Barcelona,1,3,3,10,6,9,1,0,0,0
26/09/2025,20:00,Girona,Espanyol,0,0,3,5,8,4,0,1,0,0
27/09/2025,13:00,Getafe,Levante,1,1,4,3,6,2,4,3,0,0
27/09/2025,15:15,Ath Madrid,Real Madrid,5,2,7,2,7,2,5,4,0,0
27/09/2025,17:30,Mallorca,Alaves,1,0,3,3,4,8,2,3,0,0
27/09/2025,20:00,Villarreal,Ath Bilbao,1,0,5,4,6,5,2,0,0,0
28/09/2025,13:00,Rayo,Sevilla,0,1,6,1,12,4,3,2,1,0
28/09/2025,15:15,Elche,Celta,2,1,8,2,7,2,3,3,0,0
28/09/2025,17:30,Barcelona,Real Sociedad,2,1,12,2,12,1,1,2,0,0
28/09/2025,20:00,Betis,Osasuna,2,0,6,1,5,5,0,1,0,0
30/09/2025,19:00,Valencia,Oviedo,1,2,5,4,5,4,1,4,0,1
03/10/2025,20:00,Osasuna,Getafe,2,1,3,2,1,6,1,4,0,0
04/10/2025,13:00,Oviedo,Levante,0,2,2,5,9,3,2,2,0,0
04/10/2025,15:15,Girona,Valencia,2,1,4,6,0,7,5,1,2,0
04/10/2025,17:30,Ath Bilbao,Mallorca,2,1,5,2,7,2,5,6,0,1
04/10/2025,20:00,Real Madrid,Villarreal,3,1,7,2,4,0,2,4,0,1
05/10/2025,13:00,Alaves,Elche,3,1,5,3,14,4,3,1,0,1
05/10/2025,15:15,Sevilla,Barcelona,4,1,5,8,7,6,7,5,0,0
05/10/2025,17:30,Espanyol,Betis,1,2,5,3,10,5,2,6,0,0
05/10/2025,17:30,Real Sociedad,Rayo,0,1,3,2,7,5,1,2,0,0
05/10/2025,20:00,Celta,Ath Madrid,1,1,4,1,6,3,1,3,0,1
17/10/2025,20:00,Oviedo,Espanyol,0,2,4,10,3,5,2,1,0,0
18/10/2025,13:00,Sevilla,Mallorca,1,3,4,6,9,2,2,1,0,0
18/10/2025,15:15,Barcelona,Girona,2,1,9,4,11,5,1,2,0,0
18/10/2025,17:30,Villarreal,Betis,2,2,3,3,5,6,1,1,0,0
18/10/2025,20:00,Ath Madrid,Osasuna,1,0,9,2,4,2,1,3,0,0
19/10/2025,13:00,Elche,Ath Bilbao,0,0,5,1,6,2,2,3,0,0
19/10/2025,15:15,Celta,Real Sociedad,1,1,1,7,1,10,4,3,1,0
19/10/2025,17:30,Levante,Rayo,0,3,4,5,11,4,0,1,0,0
19/10/2025,20:00,Getafe,Real Madrid,0,1,1,10,1,4,4,1,2,0
20/10/2025,20:00,Alaves,Valencia,0,0,3,2,7,0,1,2,0,0
24/10/2025,20:00,Real Sociedad,Sevilla,2,1,3,1,1,9,1,3,0,0
25/10/2025,15:15,Espanyol,Elche,1,0,7,4,4,2,4,2,0,0
25/10/2025,17:30,Ath Bilbao,Getafe,0,1,4,3,1,5,1,3,0,0
25/10/2025,20:00,Valencia,Villarreal,0,2,3,5,7,5,2,4,0,0
26/10/2025,13:00,Mallorca,Levante,1,1,4,5,5,4,3,2,0,0
26/10/2025,15:15,Real Madrid,Barcelona,2,1,10,6,12,4,5,5,1,1
26/10/2025,17:30,Osasuna,Celta,2,3,7,5,6,2,3,4,0,0
26/10/2025,20:00,Rayo,Alaves,1,0,5,2,7,5,1,3,0,0
27/10/2025,20:00,Betis,Ath Madrid,0,2,5,4,2,5,2,1,0,0
31/10/2025,20:00,Getafe,Girona,2,1,4,4,8,3,1,1,0,0
01/11/2025,13:00,Villarreal,Rayo,4,0,7,3,3,5,1,1,0,0
01/11/2025,15:15,Ath Madrid,Sevilla,3,0,6,2,9,4,0,3,0,0
01/11/2025,17:30,Real Sociedad,Ath Bilbao,3,2,5,4,6,2,2,3,0,0
01/11/2025,20:00,Real Madrid,Valencia,4,0,11,1,7,1,1,1,0,0
02/11/2025,13:00,Levante,Celta,1,2,3,6,4,4,2,3,1,0
02/11/2025,15:15,Alaves,Espanyol,2,1,4,2,1,6,4,2,1,0
02/11/2025,17:30,Barcelona,Elche,3,1,5,3,6,3,0,1,0,0
02/11/2025,20:00,Betis,Mallorca,3,0,8,1,4,5,0,3,0,0
03/11/2025,20:00,Oviedo,Osasuna,0,0,2,5,4,2,3,1,0,0
07/11/2025,20:00,Elche,Real Sociedad,1,1,3,5,1,3,1,3,0,0
08/11/2025,13:00,Girona,Alaves,1,0,2,5,6,1,0,3,0,0
08/11/2025,15:15,Sevilla,Osasuna,1,0,4,3,5,6,5,3,0,0
08/11/2025,17:30,Ath Madrid,Levante,3,1,10,3,21,4,3,1,0,0
08/11/2025,20:00,Espanyol,Villarreal,0,2,3,3,4,2,0,2,0,0
09/11/2025,13:00,Ath Bilbao,Oviedo,1,0,7,2,7,4,1,1,0,0
09/11/2025,15:15,Rayo,Real Madrid,0,0,2,5,5,8,3,2,0,0
09/11/2025,17:30,Mallorca,Getafe,1,0,4,3,1,14,0,2,0,0
09/11/2025,17:30,Valencia,Betis,1,1,4,2,7,2,3,3,0,0
09/11/2025,20:00,Celta,Barcelona,2,4,3,9,2,5,1,5,0,1
21/11/2025,20:00,Valencia,Levante,1,0,3,1,7,0,4,3,0,0
22/11/2025,13:00,Alaves,Celta,0,1,2,4,4,2,2,2,0,0
22/11/2025,15:15,Barcelona,Ath Bilbao,4,0,7,2,5,7,0,2,0,1
22/11/2025,17:30,Osasuna,Real Sociedad,1,3,4,9,3,3,3,2,1,0
22/11/2025,20:00,Villarreal,Mallorca,2,1,7,3,3,1,2,2,0,0
23/11/2025,13:00,Oviedo,Rayo,0,0,3,3,5,6,1,2,1,1
23/11/2025,15:15,Betis,Girona,1,1,7,4,8,0,3,4,1,0
23/11/2025,17:30,Getafe,Ath Madrid,0,1,1,6,6,7,2,3,0,0
23/11/2025,20:00,Elche,Real Madrid,2,2,6,7,2,8,4,0,1,0
24/11/2025,20:00,Espanyol,Sevilla,2,1,5,6,4,13,4,1,0,0
28/11/2025,20:00,Getafe,Elche,1,0,6,4,3,5,2,2,0,0
29/11/2025,13:00,Mallorca,Osasuna,2,2,4,2,2,8,3,4,0,0
29/11/2025,15:15,Barcelona,Alaves,3,1,6,2,5,4,2,3,0,0
29/11/2025,17:30,Levante,Ath Bilbao,0,2,4,4,4,2,3,2,0,0
29/11/2025,20:00,Ath Madrid,Oviedo,2,0,8,1,7,2,0,1,0,0
30/11/2025,13:00,Real Sociedad,Villarreal,2,3,7,5,8,2,3,7,0,0
30/11/2025,15:15,Sevilla,Betis,0,2,3,4,6,4,2,3,1,0
30/11/2025,17:30,Celta,Espanyol,0,1,4,2,4,3,1,2,0,0
30/11/2025,20:00,Girona,Real Madrid,1,1,4,4,2,5,3,0,0,0
01/12/2025,20:00,Rayo,Valencia,1,1,7,2,10,5,1,1,0,0
02/12/2025,20:00,Barcelona,Ath Madrid,3,1,6,2,5,4,1,1,0,0
03/12/2025,18:00,Ath Bilbao,Real Madrid,0,3,4,8,5,7,2,0,0,0
06/12/2025,13:00,Villarreal,Getafe,2,0,5,0,5,3,2,4,0,1
06/12/2025,15:15,Alaves,Real Sociedad,1,0,3,1,5,8,2,2,0,0
06/12/2025,17:30,Betis,Barcelona,3,5,5,8,7,7,5,2,0,0
06/12/2025,20:00,Ath Bilbao,Ath Madrid,1,0,3,3,5,6,3,2,0,0
07/12/2025,13:00,Elche,Girona,3,0,6,4,2,2,0,3,0,0
07/12/2025,15:15,Valencia,Sevilla,1,1,3,1,2,2,3,6,0,0
07/12/2025,17:30,Espanyol,Rayo,1,0,2,2,6,2,4,8,1,1
07/12/2025,20:00,Real Madrid,Celta,0,2,7,5,8,1,6,1,3,0
08/12/2025,20:00,Osasuna,Levante,2,0,6,5,3,3,2,2,0,0
12/12/2025,20:00,Real Sociedad,Girona,1,2,4,3,4,3,1,2,0,0
13/12/2025,13:00,Ath Madrid,Valencia,2,1,6,2,5,7,3,1,0,0
13/12/2025,15:15,Mallorca,Elche,3,1,8,0,1,1,3,0,0,0
13/12/2025,17:30,Barcelona,Osasuna,2,0,7,2,14,1,0,3,0,0
13/12/2025,20:00,Getafe,Espanyol,0,1,1,4,6,4,5,1,0,0
14/12/2025,13:00,Sevilla,Oviedo,4,0,7,1,5,3,1,2,0,1
14/12/2025,15:15,Celta,Ath Bilbao,2,0,2,2,1,4,3,2,0,0
14/12/2025,20:00,Alaves,Real Madrid,1,2,2,6,5,7,3,1,0,0
15/12/2025,20:00,Rayo,Betis,0,0,7,6,8,3,4,1,0,0
19/12/2025,20:00,Valencia,Mallorca,1,1,2,2,12,3,2,3,0,0
20/12/2025,13:00,Oviedo,Celta,0,0,3,2,4,3,2,1,0,0
20/12/2025,15:15,Levante,Real Sociedad,1,1,3,6,7,10,6,2,0,0
20/12/2025,17:30,Osasuna,Alaves,3,0,7,3,9,0,2,2,0,0
20/12/2025,20:00,Real Madrid,Sevilla,2,0,8,5,6,5,2,5,0,1
21/12/2025,13:00,Girona,Ath Madrid,0,3,2,6,3,4,2,0,0,0
21/12/2025,15:15,Villarreal,Barcelona,0,2,5,5,5,10,1,1,1,0
21/12/2025,17:30,Elche,Rayo,4,0,6,8,4,5,2,3,0,0
21/12/2025,20:00,Betis,Getafe,4,0,8,3,7,5,0,1,0,0
22/12/2025,20:00,Ath Bilbao,Espanyol,1,2,7,5,8,4,5,2,0,0
02/01/2026,20:00,Rayo,Getafe,1,1,4,4,3,2,3,4,0,0
03/01/2026,13:00,Celta,Valencia,4,1,6,5,2,4,1,3,0,0
03/01/2026,15:15,Osasuna,Ath Bilbao,1,1,4,6,1,9,3,3,0,0
03/01/2026,17:30,Elche,Villarreal,1,3,2,4,6,2,3,3,0,0
03/01/2026,20:00,Espanyol,Barcelona,0,2,7,6,5,7,1,0,0,0
04/01/2026,13:00,Sevilla,Levante,0,3,7,4,5,1,3,4,0,0
04/01/2026,15:15,Real Madrid,Betis,5,1,9,5,5,8,1,1,0,0
04/01/2026,17:30,Alaves,Oviedo,1,1,7,6,6,7,3,3,1,1
04/01/2026,20:00,Real Sociedad,Ath Madrid,1,1,8,2,6,6,3,2,0,0
09/01/2026,20:00,Getafe,Real Sociedad,1,2,3,5,2,4,2,1,0,0
10/01/2026,13:00,Oviedo,Betis,1,1,3,6,5,2,3,1,0,0
10/01/2026,15:15,Villarreal,Alaves,3,1,4,5,1,6,0,2,0,0
10/01/2026,17:30,Girona,Osasuna,1,0,4,1,2,1,2,6,1,0
10/01/2026,20:00,Valencia,Elche,1,1,4,1,8,6,2,3,0,0
11/01/2026,13:00,Rayo,Mallorca,2,1,5,2,6,5,1,5,1,0
11/01/2026,15:15,Levante,Espanyol,1,1,2,3,4,3,0,1,0,0
12/01/2026,20:00,Sevilla,Celta,0,1,2,7,6,1,3,3,0,0
16/01/2026,20:00,Espanyol,Girona,0,2,2,4,5,4,5,5,0,0
17/01/2026,13:00,Real Madrid,Levante,2,0,11,0,8,0,2,1,0,0
17/01/2026,15:15,Mallorca,Ath Bilbao,3,2,9,11,3,7,1,5,0,2
17/01/2026,17:30,Osasuna,Oviedo,3,2,5,5,3,6,1,4,1,0
17/01/2026,20:00,Betis,Villarreal,2,0,6,3,2,3,3,2,0,1
18/01/2026,13:00,Getafe,Valencia,0,1,3,1,9,3,2,3,0,1
18/01/2026,15:15,Ath Madrid,Alaves,1,0,6,0,6,6,1,1,0,0
18/01/2026,17:30,Celta,Rayo,3,0,7,3,5,7,4,3,0,1
18/01/2026,20:00,Real Sociedad,Barcelona,2,1,6,9,6,8,3,3,1,0
19/01/2026,20:00,Elche,Sevilla,2,2,5,8,9,7,3,1,0,0
23/01/2026,20:00,Levante,Elche,3,2,6,3,9,1,2,3,0,0
24/01/2026,13:00,Rayo,Osasuna,1,3,4,5,4,3,2,2,0,0
24/01/2026,15:15,Valencia,Espanyol,3,2,5,6,2,7,1,5,0,0
24/01/2026,17:30,Sevilla,Ath Bilbao,2,1,7,3,5,5,2,1,0,0
24/01/2026,20:00,Villarreal,Real Madrid,0,2,1,4,6,6,3,1,0,0
25/01/2026,13:00,Ath Madrid,Mallorca,3,0,8,1,10,3,2,1,0,0
25/01/2026,15:15,Barcelona,Oviedo,3,0,7,3,10,1,1,2,0,0
25/01/2026,17:30,Real Sociedad,Celta,3,1,4,4,2,9,1,1,1,0
25/01/2026,20:00,Alaves,Betis,2,1,9,4,6,4,1,1,0,0
26/01/2026,20:00,Girona,Getafe,1,1,4,2,3,4,5,3,0,0
30/01/2026,20:00,Espanyol,Alaves,1,2,3,7,4,2,0,1,0,0
31/01/2026,15:15,Osasuna,Villarreal,2,2,5,4,6,2,2,2,0,0
31/01/2026,17:30,Levante,Ath Madrid,0,0,2,4,4,7,2,1,0,0
31/01/2026,20:00,Elche,Barcelona,1,3,3,8,2,8,2,1,0,0
01/02/2026,13:00,Real Madrid,Rayo,2,1,6,4,9,4,2,8,0,2
01/02/2026,15:15,Betis,Valencia,2,1,2,4,3,5,0,4,0,0
01/02/2026,17:30,Getafe,Celta,0,0,2,1,5,3,1,2,0,0
01/02/2026,20:00,Ath Bilbao,Real Sociedad,1,1,4,6,6,3,4,2,0,1
02/02/2026,20:00,Mallorca,Sevilla,4,1,7,5,4,8,1,1,0,0
06/02/2026,20:00,Celta,Osasuna,1,2,4,2,7,3,2,2,0,0
07/02/2026,15:15,Barcelona,Mallorca,3,0,7,4,12,3,0,0,0,0
07/02/2026,20:00,Real Sociedad,Elche,3,1,3,5,2,4,0,4,0,0
08/02/2026,13:00,Alaves,Getafe,0,2,5,5,6,3,2,5,0,0
08/02/2026,15:15,Ath Bilbao,Levante,4,2,7,3,4,3,2,1,0,1
08/02/2026,15:15,Sevilla,Girona,1,1,3,6,5,7,3,3,0,0
08/02/2026,17:30,Ath Madrid,Betis,0,1,5,4,7,3,3,1,0,0
08/02/2026,20:00,Valencia,Real Madrid,0,2,0,6,5,8,1,1,0,0
09/02/2026,20:00,Villarreal,Espanyol,4,1,3,2,5,8,3,3,0,0
