Fecha,hora,L,V,GL,GV,TL,TV,CL,CV,AL,AV,RL,RV
13/02/2026,20:00,Elche,Osasuna,0,0,5,2,10,3,2,4,0,0
14/02/2026,13:00,Espanyol,Celta,2,2,3,5,2,2,1,0,0,0
14/02/2026,15:15,Getafe,Villarreal,2,1,2,2,3,4,2,3,0,0
14/02/2026,17:30,Sevilla,Alaves,1,1,2,1,0,3,5,0,2,0
14/02/2026,20:00,Real Madrid,Real Sociedad,4,1,5,3,4,6,1,1,0,0
15/02/2026,13:00,Oviedo,Ath Bilbao,1,2,1,4,2,3,2,3,0,0
15/02/2026,15:15,Rayo,Ath Madrid,3,0,9,3,4,8,1,3,0,0
15/02/2026,17:30,Levante,Valencia,0,2,1,2,3,2,3,2,1,0
15/02/2026,20:00,Mallorca,Betis,1,2,3,8,7,3,4,3,0,0
16/02/2026,20:00,Girona,Barcelona,2,1,9,4,3,7,1,2,1,0
18/02/2026,19:00,Levante,Villarreal,0,1,4,6,3,2,3,4,0,0
20/02/2026,20:00,Ath Bilbao,Elche,2,1,8,2,4,1,3,3,0,0
21/02/2026,13:00,Real Sociedad,Oviedo,3,3,8,6,7,6,2,1,0,0
21/02/2026,15:15,Betis,Rayo,1,1,3,3,3,5,4,3,0,0
21/02/2026,17:30,Osasuna,Real Madrid,2,1,2,5,3,7,2,4,0,0
21/02/2026,20:00,Ath Madrid,Espanyol,4,2,9,2,5,3,0,1,0,0
22/02/2026,13:00,Getafe,Sevilla,0,1,3,1,2,2,1,1,1,0
22/02/2026,15:15,Barcelona,Levante,3,0,9,2,13,6,2,1,0,0
22/02/2026,17:30,Celta,Mallorca,2,0,7,0,7,2,1,5,0,0
22/02/2026,20:00,Villarreal,Valencia,2,1,5,3,5,4,2,4,0,0
23/02/2026,20:00,Alaves,Girona,2,2,6,5,7,6,2,2,0,0
27/02/2026,20:00,Levante,Alaves,2,0,5,7,10,6,1,6,0,1
28/02/2026,13:00,Rayo,Ath Bilbao,1,1,7,2,5,4,2,3,0,0
28/02/2026,15:15,Barcelona,Villarreal,4,1,8,1,3,2,2,1,0,0
28/02/2026,17:30,Mallorca,Real Sociedad,0,1,1,2,3,7,0,2,0,0
28/02/2026,20:00,Oviedo,Ath Madrid,0,1,6,1,8,3,2,2,0,0
01/03/2026,13:00,Elche,Espanyol,2,2,9,4,3,1,1,6,0,1
01/03/2026,15:15,Valencia,Osasuna,1,0,1,0,5,4,3,3,0,0
01/03/2026,17:30,Betis,Sevilla,2,2,2,6,4,3,3,3,0,0
01/03/2026,20:00,Girona,Celta,1,2,7,5,10,6,2,2,0,0
02/03/2026,20:00,Real Madrid,Getafe,0,1,7,3,10,2,4,6,1,1
04/03/2026,18:00,Rayo,Oviedo,3,0,7,2,12,2,0,2,0,0
06/03/2026,20:00,Celta,Real Madrid,1,2,4,3,1,6,1,2,0,0
07/03/2026,13:00,Osasuna,Mallorca,2,2,5,4,8,0,2,5,1,1
07/03/2026,15:15,Levante,Girona,1,1,4,5,2,3,2,2,1,0
07/03/2026,17:30,Ath Madrid,Real Sociedad,3,2,9,3,8,1,1,1,0,0
07/03/2026,20:00,Ath Bilbao,Barcelona,0,1,3,2,2,4,2,1,0,0
08/03/2026,13:00,Villarreal,Elche,2,1,7,6,4,6,1,2,0,0
08/03/2026,15:15,Getafe,Betis,2,0,5,5,3,8,3,2,0,0
08/03/2026,17:30,Sevilla,Rayo,1,1,2,2,6,2,1,3,0,0
08/03/2026,20:00,Valencia,Alaves,3,2,8,4,10,2,1,6,0,2
09/03/2026,20:00,Espanyol,Oviedo,1,1,9,3,8,0,3,2,0,0
13/03/2026,20:00,Alaves,Villarreal,1,1,0,4,5,2,4,1,0,0
14/03/2026,13:00,Girona,Ath Bilbao,3,0,6,9,2,9,0,2,0,0
14/03/2026,15:15,Ath Madrid,Getafe,1,0,5,3,10,3,3,3,0,1
14/03/2026,17:30,Oviedo,Valencia,1,0,6,2,4,7,3,2,0,0
14/03/2026,20:00,Real Madrid,Elche,4,1,6,1,5,4,1,3,0,0
15/03/2026,13:00,Mallorca,Espanyol,2,1,12,2,5,6,3,3,0,1
15/03/2026,15:15,Barcelona,Sevilla,5,2,8,4,3,4,0,1,0,0
15/03/2026,17:30,Betis,Celta,1,1,6,3,3,4,2,3,0,0
15/03/2026,20:00,Real Sociedad,Osasuna,3,1,6,5,3,5,3,0,0,0
16/03/2026,20:00,Rayo,Levante,1,1,4,5,5,6,3,5,1,0
20/03/2026,20:00,Villarreal,Real Sociedad,3,1,10,4,4,5,0,2,0,0
21/03/2026,13:00,Elche,Mallorca,2,1,4,4,2,2,2,2,0,0
21/03/2026,15:15,Espanyol,Getafe,1,2,5,5,12,9,2,7,0,0
21/03/2026,17:30,Levante,Oviedo,4,2,8,2,3,1,2,3,0,0
21/03/2026,17:30,Osasuna,Girona,1,0,11,0,6,2,2,1,0,0
21/03/2026,20:00,Sevilla,Valencia,0,2,2,4,1,3,2,1,0,0
22/03/2026,13:00,Barcelona,Rayo,1,0,4,4,6,9,3,4,0,0
22/03/2026,15:15,Celta,Alaves,3,4,5,6,4,1,2,2,0,0
22/03/2026,17:30,Ath Bilbao,Betis,2,1,6,3,6,5,1,1,0,0
22/03/2026,20:00,Real Madrid,Ath Madrid,3,2,10,7,4,1,1,4,1,0
03/04/2026,20:00,Rayo,Elche,1,0,5,4,9,4,0,4,0,1
04/04/2026,13:00,Real Sociedad,Levante,2,0,5,4,11,5,2,3,0,0
04/04/2026,15:15,Mallorca,Real Madrid,2,1,2,6,6,4,3,2,0,0
04/04/2026,17:30,Betis,Espanyol,0,0,6,1,4,3,1,3,0,0
04/04/2026,20:00,Ath Madrid,Barcelona,1,2,2,8,1,9,6,2,1,0
05/04/2026,13:00,Getafe,Ath Bilbao,2,0,6,0,4,3,3,1,0,0
05/04/2026,15:15,Valencia,Celta,2,3,4,5,6,0,1,3,0,0
05/04/2026,17:30,Oviedo,Sevilla,1,0,4,0,5,9,5,3,0,1
05/04/2026,20:00,Alaves,Osasuna,2,2,6,5,7,1,2,5,0,0
06/04/2026,20:00,Girona,Villarreal,1,0,2,0,7,4,2,2,0,0
10/04/2026,20:00,Real Madrid,Girona,1,1,9,2,10,1,2,1,0,0
11/04/2026,13:00,Real Sociedad,Alaves,3,3,4,2,9,5,2,4,1,0
11/04/2026,15:15,Elche,Valencia,1,0,2,8,5,9,1,1,0,0
11/04/2026,17:30,Barcelona,Espanyol,4,1,10,2,7,5,3,6,0,0
11/04/2026,20:00,Sevilla,Ath Madrid,2,1,2,2,6,6,4,4,0,0
12/04/2026,13:00,Osasuna,Betis,1,1,4,3,6,3,3,4,0,0
12/04/2026,15:15,Mallorca,Rayo,3,0,4,3,6,7,1,4,0,0
12/04/2026,17:30,Celta,Oviedo,0,3,6,5,4,1,1,2,0,0
12/04/2026,20:00,Ath Bilbao,Villarreal,1,2,6,6,15,3,2,3,0,0
13/04/2026,20:00,Levante,Getafe,1,0,4,1,8,2,2,7,0,1
21/04/2026,18:00,Ath Bilbao,Osasuna,1,0,2,3,5,4,3,2,1,0
21/04/2026,18:00,Mallorca,Valencia,1,1,8,3,7,4,0,2,0,0
21/04/2026,20:30,Girona,Betis,2,3,2,3,3,1,1,3,0,0
21/04/2026,20:30,Real Madrid,Alaves,2,1,8,5,9,6,1,1,0,0
22/04/2026,18:00,Elche,Ath Madrid,3,2,6,3,13,3,2,2,0,1
22/04/2026,19:00,Real Sociedad,Getafe,0,1,4,0,6,3,4,5,0,0
22/04/2026,20:30,Barcelona,Celta,1,0,3,3,5,3,1,1,0,0
23/04/2026,18:00,Levante,Sevilla,2,0,3,0,3,6,3,4,0,0
23/04/2026,19:00,Rayo,Espanyol,1,0,6,4,6,5,2,4,0,0
23/04/2026,20:30,Oviedo,Villarreal,1,1,4,3,7,0,1,1,0,0
24/04/2026,20:00,Betis,Real Madrid,1,1,4,8,7,6,1,2,0,0
25/04/2026,13:00,Alaves,Mallorca,2,1,4,2,9,4,2,1,0,0
25/04/2026,15:15,Getafe,Barcelona,0,2,0,4,6,3,2,2,0,0
25/04/2026,17:30,Valencia,Girona,2,1,3,4,4,4,2,2,0,0
25/04/2026,20:00,Ath Madrid,Ath Bilbao,3,2,4,4,3,4,0,0,0,0
26/04/2026,13:00,Rayo,Real Sociedad,3,3,9,8,6,4,6,4,1,0
26/04/2026,15:15,Oviedo,Elche,1,2,3,4,6,1,2,0,0,1
26/04/2026,17:30,Osasuna,Sevilla,2,1,7,2,4,4,2,2,0,0
26/04/2026,20:00,Villarreal,Celta,2,1,4,3,7,5,3,6,0,0
27/04/2026,20:00,Espanyol,Levante,0,0,3,4,4,4,3,3,1,0
02/05/2026,13:00,Villarreal,Levante,5,1,8,3,7,3,3,1,0,0
02/05/2026,15:15,Valencia,Ath Madrid,0,2,0,5,1,7,1,3,0,0
02/05/2026,17:30,Alaves,Ath Bilbao,2,4,4,4,4,7,4,4,0,0
02/05/2026,20:00,Osasuna,Barcelona,1,2,4,4,3,7,2,2,0,0
03/05/2026,13:00,Celta,Elche,3,1,4,4,4,2,2,1,0,0
03/05/2026,15:15,Getafe,Rayo,0,2,3,6,4,1,3,5,0,0
03/05/2026,17:30,Betis,Oviedo,3,0,5,5,5,4,0,0,0,0
03/05/2026,20:00,Espanyol,Real Madrid,0,2,3,5,5,6,3,4,0,0
04/05/2026,20:00,Sevilla,Real Sociedad,1,0,5,0,3,3,3,1,0,0
08/05/2026,20:00,Levante,Osasuna,3,2,12,3,15,1,2,0,0,1
09/05/2026,13:00,Elche,Alaves,1,1,5,4,7,3,3,6,0,0
09/05/2026,15:15,Sevilla,Espanyol,2,1,6,5,4,6,5,5,0,0
09/05/2026,17:30,Ath Madrid,Celta,0,1,4,1,10,0,1,2,0,0
09/05/2026,20:00,Real Sociedad,Betis,2,2,6,6,4,3,2,3,0,1
10/05/2026,13:00,Mallorca,Villarreal,1,1,8,2,5,4,2,0,0,0
10/05/2026,15:15,Ath Bilbao,Valencia,0,1,4,3,13,5,2,3,0,0
10/05/2026,17:30,Oviedo,Getafe,0,0,4,4,1,9,2,3,2,0
10/05/2026,20:00,Barcelona,Real Madrid,2,0,7,1,4,8,2,4,0,0
11/05/2026,20:00,Rayo,Girona,1,1,5,5,9,5,1,1,0,0
12/05/2026,18:00,Celta,Levante,2,3,6,6,4,4,0,2,0,0
12/05/2026,19:00,Betis,Elche,2,1,7,2,8,1,3,3,0,1
12/05/2026,20:30,Osasuna,Ath Madrid,1,2,5,4,8,4,6,5,0,1
13/05/2026,18:00,Espanyol,Ath Bilbao,2,0,5,4,8,9,0,0,0,0
13/05/2026,18:00,Villarreal,Sevilla,2,3,4,5,6,4,2,1,0,0
13/05/2026,20:30,Alaves,Barcelona,1,0,3,0,6,4,1,2,0,0
13/05/2026,20:30,Getafe,Mallorca,3,1,4,2,3,3,3,4,0,0
14/05/2026,18:00,Valencia,Rayo,1,1,3,3,5,1,1,1,0,0
14/05/2026,19:00,Girona,Real Sociedad,1,1,4,2,6,3,2,7,0,0
14/05/2026,20:30,Real Madrid,Oviedo,2,0,7,1,4,5,0,0,0,0
17/05/2026,18:00,Ath Bilbao,Celta,1,1,9,2,5,0,2,2,0,0
17/05/2026,18:00,Ath Madrid,Girona,1,0,4,11,9,8,2,0,0,0
17/05/2026,18:00,Elche,Getafe,1,0,3,0,4,0,3,1,0,1
17/05/2026,18:00,Levante,Mallorca,2,0,3,3,4,6,2,0,1,1
17/05/2026,18:00,Osasuna,Espanyol,1,2,8,3,9,2,1,2,0,0
17/05/2026,18:00,Oviedo,Alaves,0,1,0,1,5,2,3,1,0,0
17/05/2026,18:00,Sevilla,Real Madrid,0,1,6,1,4,4,4,0,0,0
17/05/2026,18:00,Real Sociedad,Valencia,3,4,3,6,3,2,4,0,0,1
17/05/2026,18:00,Rayo,Villarreal,2,0,7,2,1,9,2,1,0,0
17/05/2026,20:15,Barcelona,Betis,3,1,9,2,6,4,1,0,0,0
23/05/2026,20:00,Alaves,Rayo,1,2,11,7,10,5,3,3,0,0
23/05/2026,20:00,Betis,Levante,2,1,8,7,4,8,1,2,0,0
23/05/2026,20:00,Celta,Sevilla,1,0,3,2,4,3,1,1,0,0
23/05/2026,20:00,Espanyol,Real Sociedad,1,1,8,4,3,5,1,3,0,0
23/05/2026,20:00,Getafe,Osasuna,1,0,3,5,2,4,1,2,0,0
23/05/2026,20:00,Girona,Elche,1,1,7,1,2,1,4,4,0,0
23/05/2026,20:00,Real Madrid,Ath Bilbao,4,2,8,2,2,1,2,0,0,0
23/05/2026,20:00,Valencia,Barcelona,3,1,6,4,7,8,2,2,0,0
24/05/2026,20:00,Villarreal,Ath Madrid,5,1,8,4,5,9,0,1,0,0
11/08/2023,18:00,Amorebieta,Levante,1,1,3,2,8,2,0,3,0,0
12/08/2023,18:00,Racing Santander,Eibar,4,0,8,3,4,6,2,3,0,0
12/08/2023,21:00,Elche,Ferrol,0,1,1,2,4,4,0,2,0,0
13/08/2023,18:30,Albacete,Espanyol,1,1,6,3,7,4,3,3,0,0
19/08/2023,16:00,Eibar,Elche,2,1,5,3,6,4,1,2,0,0
19/08/2023,18:00,Espanyol,Racing Santander,2,0,6,2,6,7,1,2,0,0
19/08/2023,18:30,Levante,Burgos,3,2,11,8,4,4,4,3,0,0
25/08/2023,20:30,Cartagena,Levante,0,1,3,5,2,12,4,6,0,0
26/08/2023,20:30,Elche,Villarreal B,1,0,8,3,4,4,2,0,0,0
27/08/2023,18:30,Mirandes,Espanyol,0,1,1,4,4,7,4,2,0,0
28/08/2023,20:30,Racing Santander,Huesca,0,0,0,0,12,6,5,5,0,0
02/09/2023,17:30,Levante,Oviedo,1,1,4,2,4,2,3,3,0,1
02/09/2023,20:00,Elche,Racing Santander,1,1,6,6,8,1,0,3,1,0
03/09/2023,17:30,Espanyol,Amorebieta,3,2,7,4,4,3,3,1,0,0
08/09/2023,20:00,Levante,Espanyol,1,4,3,10,5,3,0,0,1,0
10/09/2023,15:15,Racing Santander,Amorebieta,1,0,4,2,4,4,4,2,0,0
10/09/2023,20:00,Valladolid,Elche,1,1,5,3,7,6,6,2,1,1
15/09/2023,20:30,Zaragoza,Racing Santander,1,1,2,4,6,6,2,5,0,0
16/09/2023,17:30,Alcorcon,Levante,0,2,1,5,3,6,6,3,1,0
17/09/2023,17:30,Elche,Leganes,1,0,5,3,8,4,5,3,0,0
17/09/2023,17:30,Espanyol,Eldense,3,3,5,3,12,0,3,4,0,1
23/09/2023,15:15,Levante,Eldense,2,0,7,2,5,2,1,2,0,0
23/09/2023,17:30,Burgos,Elche,4,0,9,1,4,1,3,1,0,0
23/09/2023,20:00,Racing Santander,Albacete,2,1,3,4,0,6,2,3,0,0
25/09/2023,20:00,Tenerife,Espanyol,1,0,6,2,6,10,3,3,0,0
29/09/2023,20:00,Leganes,Racing Santander,2,1,4,2,4,11,4,3,0,0
30/09/2023,17:30,Elche,Levante,0,0,4,2,8,7,1,1,0,0
02/10/2023,20:00,Espanyol,Ferrol,3,0,3,2,6,0,2,2,0,1
03/10/2023,18:00,Levante,Villarreal B,1,1,4,1,8,2,2,2,0,0
03/10/2023,20:30,Tenerife,Racing Santander,2,0,6,3,7,4,1,4,0,0
04/10/2023,20:30,Sp Gijon,Elche,2,0,8,1,6,3,0,0,0,0
05/10/2023,20:30,Cartagena,Espanyol,0,2,1,4,6,2,4,3,0,0
06/10/2023,20:00,Albacete,Levante,0,2,4,7,6,3,0,1,0,0
07/10/2023,17:30,Racing Santander,Sp Gijon,3,2,7,8,5,7,4,4,0,0
09/10/2023,18:00,Elche,Andorra,2,1,9,1,10,4,0,0,0,0
09/10/2023,20:00,Villarreal B,Espanyol,3,1,7,4,7,9,1,4,0,0
14/10/2023,17:30,Cartagena,Racing Santander,2,3,6,10,6,4,2,4,0,0
14/10/2023,20:00,Espanyol,Valladolid,2,0,3,3,0,5,3,3,0,0
15/10/2023,15:15,Eldense,Elche,1,1,2,2,6,5,4,3,0,0
16/10/2023,20:00,Levante,Ferrol,1,0,4,1,3,3,4,1,0,0
20/10/2023,20:00,Espanyol,Leganes,0,1,3,4,4,1,2,4,0,0
21/10/2023,17:30,Tenerife,Levante,0,0,4,1,3,3,3,2,0,0
22/10/2023,15:15,Huesca,Elche,0,1,1,3,4,1,3,3,0,0
22/10/2023,17:30,Racing Santander,Burgos,3,0,5,2,4,4,1,3,0,0
28/10/2023,17:30,Andorra,Levante,2,0,10,1,7,6,2,3,0,0
28/10/2023,17:30,Sp Gijon,Espanyol,2,0,3,4,4,7,6,3,0,0
28/10/2023,20:00,Elche,Tenerife,2,1,4,1,4,4,0,6,0,0
29/10/2023,20:00,Racing Santander,Ferrol,1,3,5,8,5,4,1,5,0,0
03/11/2023,20:00,Espanyol,Eibar,2,2,5,4,4,4,1,1,0,0
04/11/2023,17:30,Levante,Mirandes,2,2,5,4,2,6,4,3,2,0
04/11/2023,20:00,Albacete,Elche,1,1,5,3,6,3,4,6,0,1
05/11/2023,17:30,Alcorcon,Racing Santander,3,1,6,3,3,3,3,1,0,0
10/11/2023,19:30,Leganes,Levante,2,1,5,3,8,7,2,1,0,0
11/11/2023,15:15,Racing Santander,Valladolid,2,3,6,9,3,3,0,2,0,0
11/11/2023,17:30,Elche,Zaragoza,2,0,4,3,7,5,4,2,0,0
12/11/2023,17:30,Huesca,Espanyol,1,1,5,1,7,1,2,4,0,0
18/11/2023,20:00,Espanyol,Elche,2,0,5,3,8,5,3,2,0,0
20/11/2023,20:00,Levante,Racing Santander,2,4,5,5,8,5,2,1,0,0
25/11/2023,15:15,Racing Santander,Villarreal B,2,0,4,0,4,3,3,4,0,0
25/11/2023,20:00,Eibar,Levante,3,1,7,7,10,3,3,1,0,0
26/11/2023,15:15,Elche,Amorebieta,2,0,4,4,4,9,2,2,0,0
26/11/2023,20:00,Espanyol,Alcorcon,2,0,9,2,8,2,2,2,0,1
01/12/2023,19:30,Oviedo,Espanyol,2,0,5,2,7,4,5,3,0,0
02/12/2023,20:00,Levante,Valladolid,2,1,7,3,12,6,4,3,0,0
03/12/2023,15:15,Alcorcon,Elche,0,2,2,9,4,4,3,1,1,0
03/12/2023,17:30,Mirandes,Racing Santander,0,0,5,3,9,10,4,4,0,0
08/12/2023,20:00,Espanyol,Zaragoza,1,1,1,2,4,6,2,3,1,0
09/12/2023,17:30,Sp Gijon,Levante,0,0,3,2,5,3,7,4,1,0
10/12/2023,13:00,Elche,Cartagena,1,2,2,4,8,5,3,4,0,0
10/12/2023,15:15,Racing Santander,Oviedo,2,2,5,3,6,8,4,3,0,0
15/12/2023,19:30,Oviedo,Elche,3,2,6,5,5,2,2,4,0,0
16/12/2023,13:00,Eldense,Racing Santander,3,3,6,4,8,3,2,2,0,0
16/12/2023,15:15,Andorra,Espanyol,1,1,3,1,6,2,1,4,0,0
17/12/2023,15:15,Levante,Huesca,2,1,6,1,10,0,2,3,0,1
19/12/2023,18:00,Racing Santander,Andorra,2,0,12,3,6,4,5,4,0,1
19/12/2023,20:30,Elche,Mirandes,0,0,1,0,6,1,2,3,0,0
19/12/2023,20:30,Espanyol,Burgos,3,3,7,6,6,6,3,2,0,0
20/12/2023,18:00,Zaragoza,Levante,2,2,4,5,5,2,2,2,0,0
12/01/2024,19:30,Eibar,Racing Santander,2,0,6,2,2,6,2,1,0,0
13/01/2024,15:15,Levante,Albacete,3,2,8,4,5,3,1,0,0,0
13/01/2024,17:30,Tenerife,Elche,0,1,2,3,4,2,4,2,0,0
13/01/2024,20:00,Ferrol,Espanyol,0,0,1,1,5,8,2,3,0,0
20/01/2024,17:30,Espanyol,Villarreal B,2,1,4,3,5,8,2,2,0,0
21/01/2024,13:00,Racing Santander,Cartagena,0,2,3,4,8,1,3,3,2,0
21/01/2024,15:15,Mirandes,Levante,1,1,3,2,6,3,2,3,0,0
21/01/2024,20:00,Elche,Valladolid,0,0,2,1,3,2,2,2,0,0
27/01/2024,20:00,Levante,Tenerife,0,0,3,0,2,4,1,3,0,1
28/01/2024,13:00,Eldense,Espanyol,3,2,5,1,7,3,2,2,0,0
28/01/2024,15:15,Andorra,Elche,0,1,5,6,4,5,3,3,0,0
29/01/2024,19:30,Valladolid,Racing Santander,3,1,7,4,3,2,2,2,1,0
02/02/2024,19:30,Elche,Burgos,2,0,8,2,5,6,2,0,0,0
04/02/2024,15:15,Amorebieta,Racing Santander,0,1,3,1,4,0,3,3,0,0
04/02/2024,17:30,Espanyol,Levante,2,1,3,5,5,6,3,3,0,0
09/02/2024,19:30,Levante,Leganes,0,0,3,2,6,3,1,6,0,0
10/02/2024,15:15,Amorebieta,Elche,1,0,2,4,0,5,0,0,0,0
10/02/2024,20:00,Racing Santander,Espanyol,2,0,5,1,7,3,1,0,0,0
17/02/2024,20:00,Espanyol,Mirandes,3,0,7,0,7,3,2,3,0,0
18/02/2024,13:00,Albacete,Racing Santander,2,0,6,1,8,5,2,4,0,0
18/02/2024,15:15,Ferrol,Levante,0,0,1,3,1,4,1,3,1,0
18/02/2024,20:00,Elche,Eibar,0,0,5,3,9,3,4,4,0,0
24/02/2024,15:15,Racing Santander,Leganes,2,1,3,5,5,5,1,4,0,0
24/02/2024,17:30,Eibar,Espanyol,2,3,4,4,6,3,1,2,0,0
25/02/2024,17:30,Cartagena,Elche,0,1,3,6,4,13,2,0,0,0
02/03/2024,15:15,Espanyol,Huesca,0,0,3,1,4,1,2,5,0,0
02/03/2024,15:15,Ferrol,Racing Santander,2,2,7,3,7,4,3,6,0,1
02/03/2024,17:30,Oviedo,Levante,3,2,6,3,13,5,0,0,0,0
04/03/2024,19:30,Elche,Alcorcon,3,0,6,1,5,0,1,3,0,0
10/03/2024,13:00,Racing Santander,Tenerife,4,2,8,3,8,3,3,5,0,1
10/03/2024,15:15,Levante,Sp Gijon,1,0,3,2,7,4,2,1,1,0
10/03/2024,15:15,Villarreal B,Elche,0,1,6,3,8,4,2,5,0,0
10/03/2024,20:00,Alcorcon,Espanyol,1,1,5,2,4,6,2,4,1,1
13/03/2024,18:00,Levante,Andorra,0,0,2,3,7,4,2,1,0,0
16/03/2024,13:00,Burgos,Levante,1,1,11,2,7,8,4,3,0,0
16/03/2024,17:30,Oviedo,Racing Santander,1,1,6,5,8,6,2,3,1,1
17/03/2024,17:30,Elche,Albacete,3,2,7,2,9,3,2,2,0,0
17/03/2024,17:30,Zaragoza,Espanyol,0,1,2,1,8,3,0,4,0,0
23/03/2024,20:00,Espanyol,Tenerife,1,1,8,2,10,2,4,4,0,0
24/03/2024,17:30,Levante,Elche,3,2,3,7,2,3,3,2,0,0
24/03/2024,20:00,Racing Santander,Eldense,2,1,10,6,11,6,1,5,0,0
29/03/2024,19:30,Burgos,Espanyol,0,0,5,2,5,7,4,3,0,0
30/03/2024,13:00,Valladolid,Levante,0,0,3,2,5,4,1,2,0,0
30/03/2024,17:30,Sp Gijon,Racing Santander,2,3,5,3,0,4,6,5,1,0
31/03/2024,15:15,Ferrol,Elche,1,0,4,3,0,7,2,5,0,0
05/04/2024,19:30,Elche,Oviedo,0,2,6,4,9,4,2,5,0,0
06/04/2024,17:30,Levante,Zaragoza,2,1,3,6,7,3,2,3,0,0
07/04/2024,17:30,Espanyol,Albacete,2,1,5,4,5,8,2,3,1,0
08/04/2024,19:30,Racing Santander,Alcorcon,0,1,10,4,13,3,2,8,0,2
12/04/2024,19:30,Leganes,Espanyol,0,0,3,1,3,0,4,2,0,0
13/04/2024,20:00,Levante,Amorebieta,1,2,9,3,5,0,0,1,0,0
14/04/2024,17:30,Burgos,Racing Santander,2,1,6,3,10,2,4,2,0,0
14/04/2024,17:30,Zaragoza,Elche,1,1,3,3,8,2,2,1,0,0
20/04/2024,15:15,Racing Santander,Levante,0,0,7,5,3,3,1,0,0,0
20/04/2024,17:30,Elche,Sp Gijon,2,1,3,4,1,7,2,5,0,0
21/04/2024,13:00,Espanyol,Andorra,1,1,4,6,6,2,5,3,0,0
26/04/2024,19:30,Andorra,Racing Santander,1,1,8,4,9,5,1,3,0,0
27/04/2024,17:30,Elche,Espanyol,2,2,3,4,6,4,2,4,0,0
28/04/2024,17:30,Levante,Cartagena,0,1,3,3,3,2,1,2,0,0
03/05/2024,19:30,Villarreal B,Levante,0,3,3,5,9,4,1,1,0,0
04/05/2024,17:30,Racing Santander,Elche,3,1,7,5,5,6,3,2,1,0
05/05/2024,15:15,Espanyol,Sp Gijon,0,0,2,0,8,3,4,4,0,0
11/05/2024,13:00,Racing Santander,Mirandes,1,0,7,0,10,3,3,4,0,0
11/05/2024,17:30,Valladolid,Espanyol,0,0,2,1,3,4,4,8,0,1
11/05/2024,20:00,Levante,Eibar,2,2,5,2,6,5,3,3,0,1
12/05/2024,20:00,Elche,Huesca,0,3,4,3,3,2,1,3,0,0
17/05/2024,19:30,Mirandes,Elche,1,1,4,4,5,7,4,2,0,0
18/05/2024,15:15,Huesca,Racing Santander,0,3,4,5,6,4,1,0,0,0
18/05/2024,20:00,Eldense,Levante,0,0,4,2,5,1,0,2,0,0
20/05/2024,19:30,Espanyol,Oviedo,2,1,2,4,2,7,2,1,0,0
26/05/2024,17:30,Amorebieta,Espanyol,0,0,3,3,3,2,1,0,0,0
26/05/2024,17:30,Elche,Eldense,1,2,4,3,5,2,1,3,0,0
26/05/2024,17:30,Levante,Alcorcon,2,2,4,6,12,6,3,1,0,0
26/05/2024,17:30,Racing Santander,Zaragoza,0,2,6,5,9,4,5,6,0,0
02/06/2024,15:15,Huesca,Levante,0,0,3,4,3,6,1,0,0,0
02/06/2024,17:30,Espanyol,Cartagena,3,0,5,1,8,3,1,0,0,0
02/06/2024,17:30,Leganes,Elche,2,0,5,1,2,3,1,4,0,0
02/06/2024,17:30,Villarreal B,Racing Santander,1,0,5,2,3,4,5,2,0,0
17/08/2024,16:00,Ferrol,Malaga,2,2,5,2,3,3,1,3,0,0
17/08/2024,18:00,La Coruna,Oviedo,0,1,7,4,3,5,3,4,0,0
18/08/2024,16:00,Racing Santander,Almeria,2,2,5,9,5,7,3,2,0,0
18/08/2024,16:00,Sp Gijon,Levante,1,2,1,5,7,1,2,2,0,0
