Fecha,hora,L,V,GL,GV,TL,TV,CL,CV,AL,AV,RL,RV
18/08/2024,18:30,Elche,Huesca,0,1,3,3,3,1,3,2,0,0
23/08/2024,18:00,Racing Santander,Eibar,2,2,6,3,7,5,3,2,0,0
23/08/2024,20:30,Huesca,La Coruna,2,1,4,4,3,11,4,0,0,0
24/08/2024,18:00,Levante,Cadiz,1,1,6,8,6,4,2,5,0,0
24/08/2024,20:30,Malaga,Mirandes,1,1,3,3,2,2,2,3,0,0
25/08/2024,18:00,Albacete,Elche,1,0,2,4,0,8,2,1,0,0
30/08/2024,20:30,Oviedo,Racing Santander,1,3,3,5,4,4,2,2,0,0
31/08/2024,20:30,Malaga,Albacete,2,1,6,7,8,1,3,4,1,0
01/09/2024,16:00,La Coruna,Ferrol,1,0,2,1,9,7,3,1,0,0
02/09/2024,18:00,Eibar,Levante,2,2,10,5,10,2,2,2,0,0
02/09/2024,20:30,Elche,Cordoba,3,1,5,2,5,4,0,2,0,0
06/09/2024,20:00,Tenerife,Racing Santander,0,1,3,2,4,5,3,4,0,1
07/09/2024,15:15,Granada,La Coruna,1,1,2,4,4,6,3,0,0,0
07/09/2024,20:00,Cordoba,Malaga,0,0,3,0,8,1,0,0,0,0
08/09/2024,15:15,Cartagena,Levante,0,1,3,8,5,5,0,1,0,0
08/09/2024,17:30,Zaragoza,Elche,3,0,9,3,6,3,1,6,0,1
13/09/2024,19:30,Cordoba,La Coruna,2,0,6,5,6,4,0,0,0,0
14/09/2024,15:15,Levante,Eldense,3,1,6,3,10,2,2,7,0,2
14/09/2024,17:30,Malaga,Huesca,1,0,3,2,2,3,3,3,0,0
14/09/2024,17:30,Racing Santander,Sp Gijon,1,0,3,2,5,4,2,5,0,0
15/09/2024,20:00,Elche,Granada,2,2,3,3,3,6,1,4,0,0
20/09/2024,19:30,Granada,Malaga,2,2,6,5,5,7,3,5,0,0
21/09/2024,17:30,La Coruna,Burgos,0,2,3,4,10,5,1,1,0,0
21/09/2024,20:00,Zaragoza,Levante,2,1,6,4,4,8,1,2,0,0
22/09/2024,15:15,Castellon,Racing Santander,0,1,10,8,7,3,1,2,0,0
22/09/2024,17:30,Elche,Mirandes,1,0,9,3,5,0,2,3,0,0
27/09/2024,19:30,Albacete,La Coruna,2,5,7,7,10,3,3,2,0,0
28/09/2024,20:00,Malaga,Elche,0,3,0,8,4,5,5,4,0,0
29/09/2024,13:00,Levante,Almeria,4,2,8,4,5,3,1,1,0,0
30/09/2024,19:30,Racing Santander,Cartagena,1,2,3,2,6,1,0,4,0,0
05/10/2024,13:00,Ferrol,Elche,1,0,1,4,5,5,4,4,0,0
05/10/2024,17:30,Zaragoza,Racing Santander,2,3,8,6,11,1,3,6,0,1
06/10/2024,13:00,La Coruna,Malaga,0,0,6,5,5,5,0,1,0,0
06/10/2024,17:30,Levante,Oviedo,0,0,1,1,1,9,3,3,0,0
12/10/2024,17:30,Cadiz,Malaga,2,2,9,7,6,4,1,0,0,0
13/10/2024,15:15,Racing Santander,Levante,1,0,2,2,7,3,2,4,0,0
13/10/2024,20:00,Elche,La Coruna,0,0,1,5,4,3,2,2,0,0
19/10/2024,15:15,La Coruna,Eldense,1,1,7,2,16,4,3,4,0,0
19/10/2024,15:15,Malaga,Oviedo,0,0,4,7,6,6,2,3,0,1
19/10/2024,17:30,Castellon,Levante,2,0,5,4,4,6,2,3,0,0
20/10/2024,13:00,Cadiz,Racing Santander,0,1,4,2,4,9,6,3,0,0
20/10/2024,17:30,Elche,Sp Gijon,2,1,4,2,4,4,0,7,0,0
23/10/2024,20:00,Cartagena,Elche,0,0,2,3,3,5,1,0,0,0
23/10/2024,20:00,Racing Santander,Cordoba,2,0,7,4,7,2,2,5,0,1
24/10/2024,18:00,Levante,La Coruna,2,1,6,3,6,5,2,2,0,0
24/10/2024,20:00,Tenerife,Malaga,0,0,4,1,5,4,5,3,0,0
27/10/2024,13:00,Malaga,Eibar,1,0,5,5,0,6,1,4,0,0
27/10/2024,15:15,Elche,Burgos,1,0,9,3,12,3,2,2,0,0
27/10/2024,15:15,La Coruna,Racing Santander,1,2,3,7,10,3,2,0,0,0
27/10/2024,20:00,Granada,Levante,1,2,5,9,3,7,1,0,0,0
02/11/2024,13:00,Eibar,Elche,0,2,6,3,3,6,3,0,0,0
02/11/2024,15:15,Cartagena,La Coruna,1,5,4,13,10,3,2,1,0,0
02/11/2024,17:30,Racing Santander,Albacete,1,1,8,4,3,6,0,0,0,0
08/11/2024,19:30,Elche,Almeria,1,2,4,7,4,1,3,7,0,0
09/11/2024,20:00,Malaga,Cartagena,1,0,6,2,8,2,3,3,0,0
10/11/2024,15:15,Ferrol,Racing Santander,1,2,1,4,5,2,2,3,0,0
11/11/2024,19:30,La Coruna,Eibar,1,0,4,4,7,6,1,2,0,0
16/11/2024,17:30,Levante,Elche,1,1,2,10,5,5,3,4,0,0
16/11/2024,17:30,Racing Santander,Burgos,2,0,3,5,1,7,1,5,1,0
17/11/2024,17:30,Almeria,La Coruna,2,1,6,5,7,4,0,1,0,0
17/11/2024,20:00,Zaragoza,Malaga,0,0,8,2,5,5,4,4,0,1
22/11/2024,19:30,Ferrol,Levante,0,0,3,2,6,4,2,2,0,0
23/11/2024,20:00,Malaga,Racing Santander,0,0,6,7,3,2,2,3,0,0
24/11/2024,15:15,La Coruna,Sp Gijon,1,1,3,6,1,8,1,1,0,0
24/11/2024,20:00,Elche,Oviedo,4,0,10,1,6,0,3,4,0,0
27/11/2024,18:00,Levante,Malaga,4,2,8,4,7,3,2,1,0,0
30/11/2024,17:30,Cadiz,La Coruna,2,4,5,6,5,3,5,4,0,1
30/11/2024,17:30,Racing Santander,Mirandes,0,1,2,4,11,3,2,4,0,1
30/11/2024,20:00,Tenerife,Elche,1,1,2,2,2,6,5,6,1,1
01/12/2024,13:00,Castellon,Malaga,2,0,8,2,3,3,2,3,0,0
01/12/2024,17:30,Levante,Burgos,3,1,3,3,3,0,0,0,0,0
06/12/2024,19:30,Mirandes,Levante,2,1,3,2,2,4,3,3,0,0
07/12/2024,13:00,Elche,Cadiz,2,1,6,4,4,1,2,4,0,1
07/12/2024,15:15,Granada,Racing Santander,3,0,6,3,2,4,6,4,0,0
07/12/2024,17:30,La Coruna,Zaragoza,1,1,2,4,2,5,5,3,0,0
08/12/2024,15:15,Malaga,Almeria,1,1,1,8,3,10,2,6,0,0
14/12/2024,13:00,Levante,Cordoba,2,2,3,4,5,5,0,3,0,0
14/12/2024,17:30,Eldense,Elche,0,0,1,1,3,5,3,2,0,0
15/12/2024,15:15,Burgos,Malaga,0,0,3,1,6,7,2,1,0,0
15/12/2024,17:30,Racing Santander,Huesca,0,1,7,4,7,1,2,3,0,0
17/12/2024,18:00,Albacete,Levante,0,0,2,4,3,5,1,3,0,0
18/12/2024,20:15,Malaga,Eldense,3,0,6,4,3,2,1,7,0,1
19/12/2024,18:00,Elche,Racing Santander,3,0,8,3,8,5,1,1,0,1
19/12/2024,20:15,La Coruna,Castellon,5,1,12,3,7,0,1,2,0,0
21/12/2024,17:30,Sp Gijon,Malaga,1,3,8,5,10,2,3,2,0,0
22/12/2024,15:15,Castellon,Elche,0,2,3,3,4,3,1,2,0,0
22/12/2024,17:30,Racing Santander,Eldense,2,2,5,5,3,5,1,2,0,0
22/12/2024,20:00,La Coruna,Mirandes,0,4,2,7,5,2,1,3,1,0
22/12/2024,20:00,Levante,Huesca,1,1,5,2,10,2,2,1,0,0
07/01/2025,20:30,Tenerife,Levante,0,3,2,5,3,5,0,1,1,0
11/01/2025,15:15,Albacete,Racing Santander,2,2,3,9,4,5,4,3,1,0
11/01/2025,17:30,Malaga,La Coruna,1,1,1,4,5,4,2,1,0,0
12/01/2025,15:15,Cadiz,Levante,0,0,3,1,2,2,5,2,1,0
12/01/2025,15:15,Elche,Zaragoza,1,0,5,1,7,0,5,5,0,0
18/01/2025,17:30,Sp Gijon,Elche,1,1,3,3,4,5,3,0,0,1
18/01/2025,20:00,Levante,Granada,3,1,7,3,2,6,3,4,0,0
19/01/2025,13:00,Burgos,La Coruna,0,1,3,3,5,1,3,2,0,0
19/01/2025,15:15,Racing Santander,Ferrol,6,0,10,2,4,1,2,1,0,0
20/01/2025,19:30,Mirandes,Malaga,3,2,8,4,8,1,2,2,0,0
24/01/2025,19:30,Elche,Eibar,2,0,5,2,7,2,0,2,0,1
25/01/2025,15:15,Cordoba,Racing Santander,1,2,4,5,4,0,3,2,0,0
25/01/2025,17:30,La Coruna,Levante,1,2,4,4,9,5,2,4,0,0
26/01/2025,17:30,Malaga,Zaragoza,1,2,4,5,4,8,0,0,0,0
29/01/2025,20:00,Tenerife,La Coruna,0,0,3,1,10,4,1,2,0,0
01/02/2025,13:00,Mirandes,Elche,3,0,6,6,4,3,2,8,0,1
01/02/2025,20:00,Racing Santander,Malaga,2,1,6,2,8,4,4,4,0,0
02/02/2025,15:15,Eibar,La Coruna,0,1,5,2,12,1,1,0,0,0
03/02/2025,19:30,Levante,Ferrol,0,1,8,3,11,2,1,1,0,0
08/02/2025,17:30,Malaga,Levante,1,1,3,5,8,5,1,2,1,0
09/02/2025,13:00,Elche,Tenerife,2,0,3,2,3,6,1,0,0,0
09/02/2025,15:15,Burgos,Racing Santander,2,1,2,2,3,3,6,5,0,1
09/02/2025,17:30,La Coruna,Almeria,3,1,6,8,3,8,2,3,0,0
15/02/2025,15:15,Cartagena,Malaga,0,1,3,7,6,5,0,0,0,0
15/02/2025,17:30,Racing Santander,Cadiz,2,3,3,9,5,3,3,5,0,0
16/02/2025,13:00,Levante,Sp Gijon,0,0,5,2,8,2,3,2,0,0
16/02/2025,15:15,Eldense,La Coruna,2,0,7,2,8,1,0,1,0,0
17/02/2025,19:30,Almeria,Elche,1,1,3,5,4,3,4,1,1,0
21/02/2025,19:30,Malaga,Tenerife,1,0,3,4,9,0,2,3,0,0
22/02/2025,15:15,Eibar,Racing Santander,2,2,5,4,2,3,4,1,0,0
23/02/2025,13:00,La Coruna,Huesca,0,0,6,2,7,0,1,4,0,0
23/02/2025,15:15,Elche,Cartagena,2,1,10,1,10,3,2,3,0,0
23/02/2025,17:30,Levante,Mirandes,1,0,1,2,5,5,4,0,1,1
01/03/2025,20:00,Almeria,Malaga,2,2,6,3,7,3,1,4,0,0
02/03/2025,15:15,Oviedo,La Coruna,1,2,3,3,6,7,3,2,0,0
02/03/2025,17:30,Eldense,Levante,1,2,2,4,5,7,4,1,0,0
02/03/2025,20:00,Racing Santander,Elche,2,0,4,1,5,9,3,2,0,0
07/03/2025,20:00,La Coruna,Cordoba,1,1,4,4,4,3,1,3,0,0
08/03/2025,17:30,Elche,Castellon,3,1,7,3,2,7,1,1,0,0
08/03/2025,17:30,Sp Gijon,Racing Santander,1,1,4,4,6,6,4,3,0,0
09/03/2025,15:15,Malaga,Cadiz,0,2,1,2,6,4,0,2,0,0
09/03/2025,17:30,Levante,Cartagena,3,0,8,1,3,4,1,3,0,0
14/03/2025,19:30,Oviedo,Elche,1,1,1,5,4,3,1,2,0,0
15/03/2025,15:15,Albacete,Malaga,2,0,3,4,3,8,2,2,2,1
16/03/2025,15:15,Huesca,Levante,1,2,5,2,4,3,4,2,0,0
16/03/2025,15:15,Racing Santander,Tenerife,2,1,4,4,4,7,3,7,0,1
17/03/2025,19:30,Castellon,La Coruna,2,2,5,5,4,2,4,1,0,0
22/03/2025,15:15,Elche,Eldense,2,0,6,1,5,4,0,2,0,0
22/03/2025,17:30,Malaga,Ferrol,2,0,6,1,2,2,3,2,0,0
22/03/2025,17:30,Mirandes,Racing Santander,2,1,7,6,6,2,4,4,0,0
23/03/2025,13:00,Levante,Castellon,3,2,3,3,4,3,0,4,0,0
23/03/2025,17:30,La Coruna,Cartagena,2,2,3,4,2,6,1,3,1,0
29/03/2025,15:15,Ferrol,La Coruna,0,1,2,3,7,3,4,1,0,0
29/03/2025,17:30,Racing Santander,Zaragoza,2,0,5,1,9,4,3,4,1,0
29/03/2025,20:00,Almeria,Levante,1,0,3,2,10,4,1,5,0,0
30/03/2025,13:00,Cordoba,Elche,1,2,7,4,11,2,5,0,0,1
30/03/2025,15:15,Oviedo,Malaga,2,1,6,3,4,8,1,0,0,0
06/04/2025,15:15,Levante,Racing Santander,3,1,5,4,4,6,5,1,0,0
06/04/2025,17:30,Malaga,Cordoba,0,1,2,4,5,10,3,6,0,0
06/04/2025,20:00,La Coruna,Cadiz,1,0,7,6,9,6,0,0,0,0
07/04/2025,19:30,Elche,Ferrol,1,0,3,2,3,4,1,1,0,0
11/04/2025,19:30,Cordoba,Levante,2,2,5,4,8,2,1,3,0,0
12/04/2025,17:30,Cadiz,Elche,0,1,6,4,4,5,4,2,0,0
13/04/2025,15:15,Racing Santander,Castellon,1,1,4,6,8,9,2,4,0,0
13/04/2025,17:30,Mirandes,La Coruna,2,2,4,5,5,3,4,4,0,0
14/04/2025,19:30,Huesca,Malaga,1,0,3,1,8,2,3,3,0,0
19/04/2025,15:15,Huesca,Racing Santander,1,3,2,9,2,8,7,3,3,0
19/04/2025,17:30,Levante,Zaragoza,5,2,7,4,3,6,0,2,0,0
20/04/2025,17:30,Elche,Albacete,2,2,7,6,5,5,2,1,0,0
20/04/2025,20:00,La Coruna,Tenerife,0,0,0,4,8,7,2,2,0,0
21/04/2025,19:30,Eibar,Malaga,2,2,5,6,2,7,3,1,0,0
26/04/2025,15:15,Oviedo,Levante,1,0,2,2,3,4,3,0,0,0
26/04/2025,17:30,Granada,Elche,1,1,2,3,4,2,2,5,0,0
27/04/2025,15:15,Racing Santander,La Coruna,2,1,3,2,2,8,1,4,0,1
27/04/2025,17:30,Malaga,Castellon,1,0,3,2,3,6,5,3,0,0
03/05/2025,17:30,Malaga,Granada,1,0,6,0,8,4,2,2,0,0
03/05/2025,20:00,Burgos,Elche,0,1,3,3,6,4,5,3,0,0
04/05/2025,13:00,Levante,Tenerife,1,1,2,2,3,1,3,5,0,1
04/05/2025,17:30,Cartagena,Racing Santander,1,0,2,6,5,7,2,2,0,0
04/05/2025,20:00,La Coruna,Albacete,5,1,9,4,6,6,0,2,0,0
10/05/2025,15:15,Sp Gijon,La Coruna,2,1,4,1,5,4,2,1,0,0
10/05/2025,17:30,Elche,Levante,1,3,6,5,12,3,3,2,0,0
11/05/2025,13:00,Racing Santander,Oviedo,1,1,3,3,7,3,3,3,0,0
11/05/2025,17:30,Eldense,Malaga,1,0,5,1,5,3,2,0,1,1
16/05/2025,19:30,Levante,Albacete,1,0,7,4,7,6,1,3,0,1
17/05/2025,15:15,La Coruna,Granada,2,3,3,7,3,4,1,2,1,0
17/05/2025,17:30,Huesca,Elche,2,1,7,3,7,0,5,3,0,1
17/05/2025,20:00,Malaga,Sp Gijon,2,1,6,4,9,3,4,2,0,0
18/05/2025,20:00,Almeria,Racing Santander,2,0,6,2,4,7,1,1,0,0
25/05/2025,17:30,Burgos,Levante,2,3,4,7,4,5,0,2,0,0
25/05/2025,17:30,Elche,Malaga,2,0,5,2,9,1,2,1,0,0
25/05/2025,17:30,Eldense,Racing Santander,3,3,5,9,5,3,6,4,0,0
25/05/2025,17:30,Zaragoza,La Coruna,1,0,3,1,4,6,4,1,0,0
31/05/2025,17:30,Malaga,Burgos,2,2,6,6,9,4,0,0,0,0
01/06/2025,17:30,La Coruna,Elche,0,4,0,6,2,0,2,2,0,0
01/06/2025,17:30,Levante,Eibar,1,0,6,3,4,8,0,2,0,0
01/06/2025,17:30,Racing Santander,Granada,2,1,10,3,5,1,4,4,0,1
16/08/2025,16:00,Racing Santander,Castellon,3,1,5,8,3,12,3,0,0,1
16/08/2025,18:30,Malaga,Eibar,1,1,4,3,8,4,2,2,0,0
16/08/2025,20:30,Granada,La Coruna,1,3,2,7,7,1,3,2,1,0
24/08/2025,16:00,La Coruna,Burgos,0,0,2,1,2,6,2,1,0,0
24/08/2025,20:30,Malaga,Sociedad B,1,0,5,4,6,2,2,2,0,0
25/08/2025,18:30,Albacete,Racing Santander,2,3,2,6,2,10,1,3,0,0
30/08/2025,16:00,Racing Santander,Ceuta,4,1,9,1,5,1,0,1,0,1
31/08/2025,18:30,Las Palmas,Malaga,0,1,6,1,7,3,2,4,0,0
01/09/2025,20:30,Leganes,La Coruna,2,2,7,6,4,3,4,3,0,0
06/09/2025,15:15,La Coruna,Sp Gijon,1,0,6,3,6,3,3,1,0,0
06/09/2025,20:00,Malaga,Granada,2,2,3,7,2,1,2,1,0,0
07/09/2025,17:30,Almeria,Racing Santander,2,3,5,7,5,3,3,3,1,0
13/09/2025,15:15,Mirandes,La Coruna,1,5,6,9,1,6,2,3,0,0
13/09/2025,17:30,Huesca,Malaga,1,0,3,3,4,3,4,2,0,0
14/09/2025,15:15,Racing Santander,Cultural Leonesa,2,4,8,5,11,1,0,2,0,0
19/09/2025,19:30,La Coruna,Huesca,4,0,6,0,6,3,1,2,0,0
21/09/2025,17:30,Malaga,Cadiz,0,1,5,3,5,2,1,2,0,0
21/09/2025,20:00,Cordoba,Racing Santander,2,2,5,6,12,1,2,3,1,0
27/09/2025,17:30,Eibar,La Coruna,1,1,10,3,6,2,4,5,0,0
27/09/2025,17:30,Racing Santander,Andorra,1,2,6,4,15,3,3,3,0,0
28/09/2025,15:15,Burgos,Malaga,2,1,3,2,0,3,5,4,0,1
04/10/2025,15:15,La Coruna,Almeria,1,1,4,3,4,2,4,3,0,0
05/10/2025,17:30,Racing Santander,Malaga,3,0,8,5,11,3,2,0,0,1
12/10/2025,15:15,Sp Gijon,Racing Santander,2,1,4,3,4,6,1,5,1,1
12/10/2025,20:00,Malaga,La Coruna,3,0,6,5,1,9,1,3,0,0
19/10/2025,13:00,Leganes,Malaga,2,0,8,5,7,5,1,0,0,0
19/10/2025,17:30,Racing Santander,La Coruna,2,1,6,5,6,6,3,1,0,0
25/10/2025,20:00,Mirandes,Racing Santander,1,3,3,7,5,4,5,2,0,0
26/10/2025,13:00,Malaga,Andorra,4,1,7,5,2,7,2,3,1,0
26/10/2025,20:00,La Coruna,Valladolid,1,1,4,5,4,5,3,3,0,1
31/10/2025,19:30,Racing Santander,Sociedad B,1,0,1,4,5,8,5,1,0,0
02/11/2025,17:30,Castellon,Malaga,2,1,6,1,7,4,6,3,1,0
02/11/2025,20:00,Zaragoza,La Coruna,0,2,3,6,2,8,1,1,0,0
08/11/2025,17:30,La Coruna,Cultural Leonesa,3,0,3,5,1,1,1,0,0,0
08/11/2025,20:00,Malaga,Cordoba,2,2,7,6,2,2,3,3,0,1
09/11/2025,13:00,Las Palmas,Racing Santander,3,1,7,2,5,5,5,1,1,0
15/11/2025,20:00,Racing Santander,Granada,2,2,5,5,7,4,5,5,0,0
16/11/2025,17:30,Cordoba,La Coruna,1,3,6,3,6,5,5,5,1,0
17/11/2025,19:30,Cultural Leonesa,Malaga,1,0,1,3,1,9,0,2,0,1
23/11/2025,13:00,La Coruna,Ceuta,2,1,7,4,4,4,3,0,0,0
23/11/2025,17:30,Burgos,Racing Santander,0,2,1,4,6,3,4,5,0,0
23/11/2025,20:00,Malaga,Mirandes,3,2,11,6,2,1,1,3,0,0
29/11/2025,17:30,Albacete,La Coruna,0,2,3,3,9,5,1,1,0,0
29/11/2025,20:00,Valladolid,Malaga,1,1,6,3,7,2,5,2,1,0
30/11/2025,15:15,Racing Santander,Eibar,4,0,8,6,3,5,0,3,0,0
07/12/2025,13:00,Cadiz,Racing Santander,2,3,5,8,5,7,6,4,0,0
07/12/2025,17:30,La Coruna,Castellon,1,3,3,5,3,9,3,6,1,0
08/12/2025,19:30,Malaga,Zaragoza,1,1,7,5,8,4,4,4,0,1
13/12/2025,17:30,Racing Santander,Leganes,1,1,7,4,7,7,4,3,0,0
13/12/2025,20:00,La Coruna,Sociedad B,0,3,9,3,6,3,0,4,0,0
14/12/2025,15:15,Albacete,Malaga,1,3,5,5,6,5,3,1,0,0
20/12/2025,13:00,Andorra,La Coruna,1,0,4,1,1,4,3,4,0,0
20/12/2025,15:15,Huesca,Racing Santander,1,1,3,3,8,3,5,2,0,0
21/12/2025,13:00,Malaga,Almeria,2,1,7,5,1,2,5,4,0,0
03/01/2026,17:30,Valladolid,Racing Santander,1,1,1,2,4,0,8,2,1,0
04/01/2026,13:00,Sp Gijon,Malaga,1,3,3,7,5,5,2,4,1,0
04/01/2026,20:00,La Coruna,Cadiz,2,2,5,2,8,4,4,3,0,0
10/01/2026,17:30,Las Palmas,La Coruna,1,1,6,3,7,3,2,2,0,0
10/01/2026,20:00,Racing Santander,Zaragoza,2,3,6,8,13,3,3,4,0,1
11/01/2026,15:15,Malaga,Ceuta,2,1,8,2,6,6,4,2,0,0
17/01/2026,20:00,Almeria,La Coruna,1,2,3,6,2,2,4,3,0,0
18/01/2026,15:15,Racing Santander,Las Palmas,4,1,7,5,4,2,2,4,0,0
18/01/2026,20:00,Cordoba,Malaga,0,1,7,5,8,4,1,1,0,0
23/01/2026,19:30,Malaga,Burgos,3,0,7,2,1,3,3,5,0,0
25/01/2026,20:00,La Coruna,Racing Santander,0,1,1,1,7,5,3,4,0,1
31/01/2026,17:30,Cultural Leonesa,La Coruna,0,1,2,5,4,7,4,2,0,0
01/02/2026,20:00,Granada,Racing Santander,1,0,6,2,5,4,5,4,0,0
02/02/2026,19:30,Mirandes,Malaga,2,1,5,3,7,6,4,3,0,0
08/02/2026,15:15,La Coruna,Albacete,2,1,1,4,4,1,3,2,0,0
08/02/2026,20:00,Malaga,Cultural Leonesa,2,1,8,3,8,2,2,6,0,0
09/02/2026,19:30,Racing Santander,Mirandes,1,0,7,2,7,3,4,6,1,1
15/02/2026,15:15,Eibar,Racing Santander,2,1,4,3,5,5,5,2,0,1
15/02/2026,20:00,Castellon,La Coruna,2,0,3,1,4,3,3,3,0,0
16/02/2026,19:30,Sociedad B,Malaga,2,1,8,4,5,1,5,4,1,0
21/02/2026,15:15,La Coruna,Eibar,1,0,5,2,6,3,6,1,1,0
22/02/2026,17:30,Racing Santander,Burgos,1,0,3,1,5,7,3,2,0,0
22/02/2026,20:00,Malaga,Albacete,1,0,8,2,4,3,2,1,0,0
28/02/2026,17:30,Granada,Malaga,0,1,1,5,4,4,3,2,0,0
28/02/2026,20:00,Castellon,Racing Santander,1,3,3,7,3,3,2,2,1,0
01/03/2026,13:00,Sociedad B,La Coruna,2,3,4,4,5,2,3,1,1,0
07/03/2026,20:00,Malaga,Valladolid,3,3,6,6,0,9,4,4,1,0
08/03/2026,17:30,Racing Santander,Cordoba,4,3,8,9,6,7,2,3,0,0
08/03/2026,20:00,La Coruna,Granada,0,2,3,5,10,4,0,0,0,0
14/03/2026,15:15,Cultural Leonesa,Racing Santander,1,2,6,3,6,3,3,1,0,0
14/03/2026,20:00,Ceuta,La Coruna,1,2,5,5,3,4,2,4,0,0
15/03/2026,17:30,Malaga,Huesca,5,3,10,5,2,5,3,1,0,0
21/03/2026,15:15,Racing Santander,Albacete,0,4,5,5,6,5,4,5,1,0
21/03/2026,17:30,Cadiz,Malaga,0,3,1,6,4,2,2,0,0,0
21/03/2026,20:00,La Coruna,Zaragoza,2,1,4,4,7,1,3,3,0,0
28/03/2026,17:30,Malaga,Leganes,0,0,6,3,9,5,0,3,0,0
28/03/2026,20:00,Sp Gijon,La Coruna,1,1,2,2,7,12,1,3,0,0
29/03/2026,17:30,Zaragoza,Racing Santander,2,0,7,2,6,7,3,3,0,0
31/03/2026,19:00,La Coruna,Cordoba,2,0,4,2,2,8,1,1,0,0
01/04/2026,18:00,Andorra,Malaga,3,3,8,6,8,5,4,3,0,0
01/04/2026,20:30,Racing Santander,Sp Gijon,3,1,7,5,3,7,4,2,0,0
04/04/2026,17:30,La Coruna,Malaga,1,1,6,1,11,9,2,4,0,0
05/04/2026,15:15,Andorra,Racing Santander,6,2,9,3,6,2,1,4,0,1
11/04/2026,17:30,Malaga,Las Palmas,2,0,5,3,5,5,1,1,0,0
12/04/2026,15:15,Huesca,La Coruna,1,1,2,3,6,9,2,2,1,0
12/04/2026,20:00,Racing Santander,Almeria,5,1,13,3,8,0,4,2,1,1
17/04/2026,19:30,Sociedad B,Racing Santander,1,3,3,7,2,2,5,3,0,0
19/04/2026,20:00,Almeria,Malaga,3,2,6,4,3,5,2,3,1,1
20/04/2026,19:30,La Coruna,Mirandes,3,1,4,6,1,5,2,4,0,0
25/04/2026,17:30,Burgos,La Coruna,1,1,4,4,7,3,3,3,1,0
25/04/2026,20:00,Malaga,Castellon,2,3,7,8,1,3,2,4,0,0
26/04/2026,20:00,Ceuta,Racing Santander,0,0,0,9,1,9,3,3,0,0
01/05/2026,17:30,La Coruna,Leganes,2,1,6,6,9,2,4,2,0,0
02/05/2026,20:00,Eibar,Malaga,2,4,5,8,2,6,2,3,0,0
03/05/2026,13:00,Racing Santander,Huesca,4,2,15,4,12,3,0,3,0,1
08/05/2026,19:30,Cadiz,La Coruna,0,1,1,8,3,9,1,3,0,0
09/05/2026,20:00,Malaga,Sp Gijon,2,1,7,2,9,1,1,5,1,1
10/05/2026,15:15,Leganes,Racing Santander,1,2,4,5,5,3,6,2,0,0
16/05/2026,15:15,Ceuta,Malaga,1,4,6,8,5,1,4,2,0,0
16/05/2026,17:30,Racing Santander,Valladolid,4,1,8,2,6,2,1,0,0,1
17/05/2026,13:00,La Coruna,Andorra,2,1,7,4,2,1,2,4,0,0
24/05/2026,17:30,Malaga,Racing Santander,1,1,6,8,5,7,1,5,0,0
24/05/2026,17:30,Valladolid,La Coruna,0,2,2,3,6,3,5,1,1,0
31/05/2026,17:30,La Coruna,Las Palmas,1,2,3,2,1,5,1,0,0,0
31/05/2026,17:30,Racing Santander,Cadiz,4,1,8,3,3,3,0,0,0,0
31/05/2026,17:30,Zaragoza,Malaga,0,2,2,7,3,6,1,1,0,0
